index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
6334,RgSVUfF9onrTnvRcMumYvw,OEBojeimEDeeKNG0onz44A,o7AiTlyWUrBSzdz6oMHj5w,2,2015-06-12,"BEWARE OF THE MOTHS. My boyfriend and I killed at least 10 of them, and our friends staying a few rooms over had the same problem. These are not small moths either....but giant creatures that will appear out of no where. It was almost comical, if it hadn't been mildly disgusting.",1,1,0
15278,9SRDNlPwSHmwmBK3UeTsvg,MGhKNO12impia4GKUvdcAA,o7AiTlyWUrBSzdz6oMHj5w,5,2012-12-08,Excalibur must bring me good luck because I hit 3\/3 sports parlays here which is not usual for me. The rooms are just alright. No fridge and you have to walk a half mile to find the ice machines. Cool view that over looks primarily MGM and New York New York. No WiFi which is pretty whack. You have to go ghetto style and plug their ethernet cord into your laptop if you bring one. The midevil castle them has always been pretty cool in my book as well. I'm still going with the 5 star heavily because of me hitting 3\/3 parlays here.,0,0,0
17438,L5Qs-5s-yNNal-wWpAg-ew,mWXH5SpYmc6rZn7MUwbLFQ,o7AiTlyWUrBSzdz6oMHj5w,1,2016-10-18,So this is an update on my review in response to Lori. I understand views are subject to availability but your check in lady told us that we had a view when we checked in as well as an updated room which clearly both were just blatant lies.Also maybe talk to your management and put the fridges back in the rooms that's incredibly bad business I talked with 16 different couples all of which stated that due to that they will never stay there again. Just bad business.,1,0,0
19269,VcKYkMkQFgsNsYX83sxfhQ,HA8021u0OmrhbZsiudB_7Q,o7AiTlyWUrBSzdz6oMHj5w,4,2010-04-14,"I haven't stayed at Excalibur since I started coming to Vegas many years ago. I remember my first stay here being magical, very befitting that this hotel is a castle. Yes the casino is old, but it's always busy and entertaining! There's been some reno's and it's looking better! I can't say that I will ever stay here again, but it's in the part of The Strip I like the most and it's the best hotel for the budget traveler! I remember the pool was quite nice too!",1,0,1
20714,tBQyO4fBRkUQSLBEU3xvWQ,TQHiVTP-g3mYyDxwv784_A,o7AiTlyWUrBSzdz6oMHj5w,4,2012-04-13,"I'm giving it 4 stars because for $27 room fee+$14 resort fee per night I don't think I would find anything better. For the money, it was an excellent value. They upgraded us to a better room without us asking. We had a very comfortable king-size bed, big flat screen TV, internet (not wifi), the room was clean plus we got 2 free drinks per day, which we used at a bar in the Luxor.

I will say I was very disappointed that only 2 of the 4 pools were open and those 2 pools were PACKED with kids.",0,0,0
21782,Z7gj2jiMmHoYcueWB2sfQw,aluji8INHoaDCFVX0MXh3A,o7AiTlyWUrBSzdz6oMHj5w,4,2013-12-07,"The Excalibur is by no means a high end resort, but I was very pleased with our over all stay. The room was very clean and the staff at the check in was very friendly. I am going to be staying here again on my upcoming stay in Vegas but upgraded to a room with a view this time. If your looking for a nice, clean, inexpensive place to stay I definitely recommend the Excalibur.",2,0,0
27864,8S3IKI0mOqiy0Ikza5tIgQ,kxjbdj2r3XfDgMjPZs3eug,o7AiTlyWUrBSzdz6oMHj5w,5,2017-01-05,Pretty content with our stay at Excalibur on New Years Eve weekend! The front lady hooked us up with an upgraded room (with no charge) since it was my boyfriend and I's first time in Vegas together! Our room was clean and spacious with a nice king size bed and flat screen tv. Not so bad for our first experience. Will definitely visit again.,0,0,0
31215,krBqFVsRivdn_BYIgKL6GA,s-F6wXT5cbEd_CvtwxRchA,o7AiTlyWUrBSzdz6oMHj5w,3,2013-08-02,"Yes, it's OK hotel in Vegas. Pool is far away from room. Their sports bar staff are friendly.",0,0,0
35459,bnyVdtiLs0Hk8sHvsCFy4w,efTHxevJuiybyQv30OiePA,o7AiTlyWUrBSzdz6oMHj5w,1,2015-05-29,"At least now I know.....never again. This place is shabby, thoroughly unimpressed. You cannot use an umbrella at the pool unless you pay $40, the pool hours suck, no frig, no coffee maker, AND we keep finding moths at our window in our room....infestation? Not sure, but Yuk.",0,0,0
40011,ixqTVUKf9kLUpaoWVCTCnA,B855Q1HFe8HKZ9zytQONYw,o7AiTlyWUrBSzdz6oMHj5w,2,2016-01-16,"This place is mehh... One thing I don't get is the stupid resort fee's for this place.  Especially because the pool is being worked on and we had to walk to the Luxor pool if we wanted to use a pool???  Also a weird situation there was a ambulance by the valet when I came one night.  I was told be the security guard even though I'm staying here I have to go somewhere else to park??? I just didn't get it... Why do you have to shut down all Valet operations when when a ambulance is there. I get a fire truck.... but why a ambulance when you could use YOUR RADIO and stop movement if you are bringing a patient down to that area???  Maybe its my military side but their security\/emergency procedure is stupid.  

Speaking of fire.... At 0230 the fire alarm went off.. holy shit was I freaking out... I thought I was back in Iraq how f***ing loud that sh** was.  There was no fire but that alarm is loud as all heck.  The hotel itself isn't too bad.  Parking is a b***h, the slots and hotel floor are ok.  The food court and restaurants are all pretty cool.  Make sure you know there is $26.00 resort fees per day!  Which was more than the Palms BTW.  All in all the experience wasn't the best but what do you expect from $25.00 a night!

Investing should be more like watching paint dry or watching grass grow. If you want excitement, take $800 and go to Las Vegas. - Paul Samuelson",21,11,11
