index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
5901,b_VzzMuJPwavEsMO8v8Bkw,JUHpsSn7AIE5G-J3P1gdXA,JDZ6_yycNQFTpUZzLIKHUg,5,2014-10-04,"Wonderful Mexican cuisine representing far flung regions of the country. Arguably,this is the finest Mexican restaurant in Las Vegas. (I am not counting the over-priced tourist traps at Strip hotels-I care too much for the health of my lungs to venture inside). El Dorado has a lovely interior and lots of free parking...the latter courtesy of the huge ""Gentlemen's"" Club adjacent to it. Actually the security around the place is formidable,so there should be no worries about your safety or that of your vehicle in the otherwise seedy area.
 The dining experience was scrumptious: easily the finest guacamole-prepared table side-that I have found north of the Rio Grande. I did the Tropical Mahi,my companion the Salmon...both brilliant. Also had an authentic Mexican soup with pork that was wonderful. The deserts-especially the flan-recipe courtesy of the chef's grandmother was sensational. Lots of gaudy adjectives here...but the food is truly deserving of them,and the prices were equitable. The only other Mexican restaurant in Vegas close to this level is Mundo,but I prefer the warmer atmosphere of this place. I shall return.",3,1,2
8913,dZR-peWXLd0Lmwqs12s5NA,6S1QxWAT9AHLdNT00iYYiQ,JDZ6_yycNQFTpUZzLIKHUg,5,2015-01-15,"I read a lot of good reviews on this place and I know a few people that have visted this restaurant and have loved it!

We went for lunch and the food is AMAZING! We didn't come in expecting too much, but was pleasantly surprised with the friendly and fast service.

We got the tableside guac - which was yummy! We  also ordered the beef empanadas and they were really good.

Our entrees were beef enchiladas and the carnitas street tacos. The quality of the food here is amazing! Our servers kept checking in on us and made the whole experience memorable.

Their drinks here are nice and stiff too if you opt to get a margarita ( pineapple).

They have 50% off for locals on Mondays - so check em' out! Their executive chef - Paco is super friendly! I wish more restaurants were like them! It is truly a gem!

DON'T FORGET TO GET THE FLAN! -- IT IS TO DIE FOR!",2,0,2
9191,_BbpLrbPlRb9WahzIRMYxg,BBEWWbkdoxh-pzVc5EHT3g,JDZ6_yycNQFTpUZzLIKHUg,5,2016-05-17,"This place is as good as it gets for Mexican, particularly the happy hour.  They have great margaritas, quality food and the flan is excellent.",1,0,1
10630,jFxoGpmUmze8v3IunzqRUg,E5dWMvwOgFRTfeWLaQVLIw,JDZ6_yycNQFTpUZzLIKHUg,5,2016-05-06,"Amazing food with decent service. The waiter could have been a little more polite. But the ambiance and delicious food more than made up for it! The food came out pretty quickly and was really good! Two times I've been here, almost a year apart and they do not disappoint! Will be coming again soon!",0,0,0
12981,xMAprhS7oM1Nqk5VwLlSPA,2nCDZCRzdcoBShLgEnqBHg,JDZ6_yycNQFTpUZzLIKHUg,5,2017-11-10,"Went into El Dorado today because friends of mine said it was delicious. I sat at the bar and couldn't decide on what I wanted. Starting talking with the bartender, Justin, and he suggested I try the imperial shrimp, and I couldn't have been happier. He also set me up with the carne asada tacos. I'll be suggesting el Dorado to any of my friends visiting Vegas, and I made a yelp just to make sure I could tell someone how helpful Justin was. If not for his advice, I most likely would have just had a few drinks with friends and left. Instead we all left full and happy.",1,0,1
12998,1IMW3fiRKNsrj2-5R-6aUA,TRYhPq63ons2O-gaHUSpUg,JDZ6_yycNQFTpUZzLIKHUg,5,2016-03-14,"Excellent food (we are organic in our home as well), friendly staff and very accommodating (we have food allergies). We'll be back here every time we come to Vegas.",1,0,1
17128,JNPTa9cFPaDpVBq01tqxNQ,QRMKfJdThPWzdORuCLqzIw,JDZ6_yycNQFTpUZzLIKHUg,5,2015-11-24,"Best Mexican food I've ever had. So much care taken to ensure everything is tasty, healthy, and authentic. BEST FLAN EVER! I was told that it's an old family recipe. Delicious margaritas, get a pitcher, they don't skimp on the liquor!",1,0,1
37057,rkD0JT44hk4GIZu6yhGzWg,rJ0p3Ah-hRQZ_U6Tkva5ew,JDZ6_yycNQFTpUZzLIKHUg,1,2017-11-29,"Wow...this review has been a long time coming. I used to adore coming to El Dorado as I have always loved the food and the service until recently. They have this new lady called Maria who is HORRIFIC!!!!!  She is the craziest person I have ever seen. We complained about a piece of metal in our food to Maria and after we showed her, she called us liars!!!! And then when we asked to see the piece of metal again so we could take a picture, She threw it away and acted as if we put it in there ourselves. This used to be my favorite restaurant but if they keep someone like Maria, I will never be back.  I cannot believe Maria took that piece of 
metal, disregarded it, and she did nothing to remedy the situation. I hear she is a manager. Wow, just wow! With someone like that, I can see this place declining in sales. Good luck with Maria El
Dorado!",3,1,0
43245,3CdEefV1DRmh4pzOrV62OQ,6YmRpoIuiq8I19Q8dHKTHw,JDZ6_yycNQFTpUZzLIKHUg,5,2016-06-06,"Who knew the best Mexican food in town is in the same building as Sapphires?? I had a large group of New York bankers in town for a few nights so we went for a late meal at El Dorado Cantina before heading next door. The first thing that strikes you is the excellent service. The prepared at your table guacamole is the best you'll have in Vegas. The food is quality, fresh and full of flavor. The prices are anything but typical Mexican food prices, but it's worth every penny.",1,0,1
47470,ooZoy1BwRL2tU__xKRMNsQ,m_50h-oKhdvmdvwgLQtWaw,JDZ6_yycNQFTpUZzLIKHUg,4,2016-03-12,"Had the table side guacamole and it was amazing! Enrique was very knowledgeable of the menu items! Guys ask for Enrique.... He will take care of you!!! 

Thanks Enrique!!!",0,0,0
55070,qQ3SU-niEPp2GFjh_ogYng,1YN5J3dSSsf4h0UTwLXHqQ,JDZ6_yycNQFTpUZzLIKHUg,5,2016-04-17,"It's a great restaurant. The food is fresh and prepared perfectly. We ordered shrimp, seafood and cactus tacos, all of them are excellent. 
The service is attentive too.  We will be back soon!",0,0,0
