index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
509,S50ZVrSjKFseL6sJmQ2yxg,3wB-JjsUjkvdNUDRnChsVg,JmI9nslLD7KZqRr__Bg6NQ,2,2013-03-09,"Not a horrible place, but certainly not good.

I landed in one concourse of the A terminal and flew out of another within the same terminal.  I walked through the first and saw several food options which gave me hope for my options near my departure gate.  Unfortunately after my long walk to the other concourse I found there to be very limited options.  This I cannot understand.  Both concourses had a similar number of gates, yet one was loaded with options and the other completely lacked them.  Of course by the time i walked to my departure gate I did not have time to wander back to the other concourse, so I settled for a lesser option near my gate.

Just hope you do not have to change terminals or rent a car.  Either requires a bus trip.  That is a big pet peeve of mine.  At least you do not have to take a train like in Atlanta or Denver.

The last issue I will cover in this review is the fact that Southwest and US Airways hold most of the spots at this airport.  That is enough reason not to fly here.",0,0,0
806,NiKuTNBq_1NbWcv1JWl5Rg,5V8eXkTJb6IejJkMDaj_Bw,JmI9nslLD7KZqRr__Bg6NQ,4,2009-10-03,"Sky Harbor airport all in all is not that bad. If you've been to other airports, you'll clearly understand why. On my scale it's a 3.5, but I had to bump it up to a 4 after thinking about all the other horrid airport experiences I've had elsewhere.

Here are my favorite things about Sky Harbor:
-- Traffic to the airport is usually not that bad
-- Free Wifi, which you think would be common, surprisingly is not in most airports, but is fantastic at Sky Harbor
-- Easy to navigate and get through security and where you need to go
-- Clean
-- Typically not crowded and not a bad place to be if you end up there early. I usually sprawl out, and sit and read a book, do some work, catch up on miscellaneous tasks very easily without feeling cramped or some person trying to strike up a conversation with me

Some downsides:
-- It's hard to find an outlet that works depending on what terminal you are at
-- It's nice to have rental cars all in one spot but if you ever need one that place is like a bottleneck and it can take awhile.
-- One time I had to go to the continental cargo facility and it took me 45 minutes to find it",3,0,1
1160,aMgeg3Vl-UOKsaEgHDRrxg,jierO7pbroyHWTjDDhMubQ,JmI9nslLD7KZqRr__Bg6NQ,3,2014-07-06,"I've flown in and out of Sky Harbor many times. It's a pretty well laid out airport, and making connectors is pretty much a snap because of the super fast people movers that wisp you away to this and that gate area. 

I was there not too long ago and had an early morning 1.5 hour layover. Ate at a typical Tex-Mex place that served chorizo and scrambled eggs. Quite tasty and I like how they mix in plenty of restaurants around the gate areas. 

It's a big and busy airport, but navigating it is very straight forward. If I'm heading out West, this is an airport that I don't mind hanging in if I have to have a layover. It features free wi-fi that seemed to work wherever I went. The airport and it's bathrooms are very clean and well maintained. 

A word to the wise: if you are running a low battery on your electronic devices, you're better off sitting down at a restaurant and trying to find a wall outlet to mooch power from than you are trying to find an available outlet at the gate area. They are few and far between at the gates and you can almost rest assured someone has beaten you to the punch in using it. So I usually go into a restaurant, scope out an outlet near a table or a booth, sit down and use that. Of course, just to be courteous, I'll order something to eat to make it fair. I haven't had to go through the TSA checkpoint since I only land there to connect elsewhere, so I can't comment on that fun experience.",0,0,1
1930,NcSt79TaMcJ41cYlCgrxtA,Jt4u7qnfrk35buainfOuGA,JmI9nslLD7KZqRr__Bg6NQ,4,2012-05-30,"I think as far as airports go, Sky Harbor is pretty great. As other Yelpers have stated, for such a large airport the security check goes relatively quickly. Terminal 4 is the biggest\/best with restaurants, shops, etc but the other terminals are fine as well. Make sure if you're getting dropped off\/parking a car that you're at the correct terminal. They're working on a tram but for now you either have a hefty walk or have to catch a shuttle to get to another terminal. Plan ahead, know where you're going and you'll be just fine. Free wi-fi for your layover pleasure and an overall well kept building makes Sky Harbor a great departure point from Phoenix...c'mon, you wouldn't want to be here when it's 115 degrees either.",2,0,3
5053,wN9BxaPhI96jTEfIAy9Egw,UVxY0iyPaqY7s4BSFtt-xA,JmI9nslLD7KZqRr__Bg6NQ,4,2007-11-17,"As I sit a the gate 3, Terminal 2, UA1507 PHX-SFO in the plane with a 90 minute ""SFO Flow Control"" and ""Mechanical problem of rivets missing on the engine cone?!""  delay, I write this review. 

Sky Harbor used to be my home base for a couple of years. It is a remarkably good airport given the tremendous growth in the Valley of the Sun. 

There are 3 terminals: 
Terminal 2, the smallest and oldest, (United, Continental, others)
Terminal 3, next largest and oldest (Delta, Northwest and many others, including international flights)
Terminal 4, newest and bigger than the others combined, dominated by SouthWest and US AIrways (formerly America West)

For locals, there are the West and East long term parking lots. You can park in the West and walk to Terminal 2; East is much larger with an annex and hi-rise, and closer to terminal 4, but you need to take the shuttles. To help you remember which is east and west, PHX names the shuttles Gecko, RoadRunner, and one other I can't remember! 

For visitors, to get a round the sprawling valley, you need to rent a car. The recently added offsite Rental car Center is huge and well organized into 4 floors with different brands on each floor, and a lot of shuttle buses that are dedicated to each terminal. It is about 1 mile from the airport, but allow 10 minutes for shuttles and loading when you drop off your car. 

They have recently upgraded Terminal 2, expanding the security area and remodeling the restaurant. Terminal 2 has little in the way of food and shops. Terminal 4, organized into 7 separate buildings of gates connected with long hallways and moving sidewalks, has more food and shopping choices, but not on the order of PDX, or DEN. Because of the sheer volume of flights, Term 4 can have a long security check-in line, so plan accordingly. 

If you have questions, there are roaming information assistant volunteers, wearing blue sports coats and hats. Signage is decent and most monitors have been upgraded to flat screens. 

Sky Harbor is located close to Tempe (ASU) and no too far from downtown PHX. The edge of Mesa and Scottsdale are about 5 miles away, but it is 20 or more miles from other parts of North Scottsdale, Deer Valley and North Phoenix. Overall, it is fairly well organized and a clean airport with a lot of flight options, especially on SouthWest or US Airways, who use it as a major hub. For other airlines with a smaller foothold, you have to often connect through LAX, DEN, SLC, ORD or SFO depending on your final destination.",7,1,2
8423,4k79WptmZE01Jox-45kMww,NQVvMoPIufk6Ejv36rofcA,JmI9nslLD7KZqRr__Bg6NQ,4,2016-11-29,"For an airport, it's not bad at all. Lots of stores and restaurants to pass the time, TSA staff pleasant, and easy pick up for arrival. Long walk if you go to the wrong terminal- so be alert!",0,0,0
11893,tObWj6tmBOpVwJG9jaD1cA,mdmFPUq98OtP8BQ4fCs8wA,JmI9nslLD7KZqRr__Bg6NQ,4,2016-03-22,"I hate stopovers and I was here for one. I'm only happy that the layout was straightforward, the bathrooms clean, my flight was on time, and that there was WiFi. I survived. See you again Phoenix, maybe I'll pay a longer visit next time.",1,0,0
12974,MFW4pUBf906ivOfmBhlNag,_HIpjGYdPf3naN9GMtmjhA,JmI9nslLD7KZqRr__Bg6NQ,4,2016-07-31,It is a smaller airport but still has everything you need to make sure you feel comfortable. Plenty of spots to plug in and work or just charge your tablets.,1,0,0
13112,uxgZS5htxERHlAKGIwM-WA,DQYMtGFO1-DUGB0yX3a4Qg,JmI9nslLD7KZqRr__Bg6NQ,2,2010-11-17,"Old, smells, and not enough signs. Not a fan.",0,0,0
15593,b6OyCh8bIlcxF_HL05GCdA,1ghFOCMBpo2bGaWu_c1tcg,JmI9nslLD7KZqRr__Bg6NQ,5,2013-06-03,"Better than most airports, I think.  Usually lines run pretty smoothly and the stores to shop at are places I usually like to peruse.",0,0,0
24287,w-SF8BnBG_Th-IWlW5o_YQ,xf_t7xuWT_fajFwA-LS_3Q,JmI9nslLD7KZqRr__Bg6NQ,2,2011-02-06,"Hate getting stuck here when I need to eat. There aren't very many choices and after you go through security the choices get even slimmer.  Bluck.  

However, getting through security generally is better other airports, but that's primarily due to their size.  

Off site car rental is a drag and adds a lot of extra time.  Always seem to be just missing a bus when I return the car and have to wait.",1,0,0
26723,1giinptQAxQ5c61vSLyWkA,bRa5YawpNlrClzbwGy1hCw,JmI9nslLD7KZqRr__Bg6NQ,1,2012-01-31,"To hell with this airport and really, to hell with Arizona.

That hurts me to say, I met my wife while we both lived and worked at Grand Canyon, and I've spent a lot of time in mostly northern Arizona.  At one time I dreamed of retiring to a small ranch with lots of big dogs and Mount Humphreys looming in the distance.  No more, those days are long behind me.

The combination of my disgust with Phoenix - really just a hotter, dryer version of LA -  and the unseemly politics of people like Sheriff Joe Arpaio and Governor Brewer have  pretty much taken me to the point where I don't plan to set foot (or spend another dollar) in that state.

This airport blows.  It's huge, if you rented a car it succeeds in outdistancing even Providence in terms of how far you must travel to get your vehicle.  Plan on an extra half hour to take shuttle buses and then hunt for your car due to the extreme lack of effective signage and staff.

And please tell me why the hell I'm paying for your football stadium.  Your team sucks, you have a (ridiculous) corporate sponsor for it,  so why are people who could not care less about the Arizona Cardinals paying a stadium surcharge?

I'll continue to vote with my dollars, and none of them will be heading to Arizona.  As someone who flies a lot, all over the world, Sky Harbor is on my personal shit(hole) list.",5,12,7
28534,4pIcFuLnjguVFC2d23KVLg,4LXaLFib9dOAavCN7gnE_g,JmI9nslLD7KZqRr__Bg6NQ,2,2009-03-23,"If you haven't travelled much, you'll definitely be impressed by this airport. Your experience will likely be heavily dependant on whether you are coming in or flying out. If you are coming in, the whole pick up situation can be pretty frustrating because there is no waiting area for your ride, so they will have to either park or continue to circle the airport until you are out. Baggage seems to take an incredibly long time here, and I don't quite understand why because they only have one claim. It's all going to the same place... anyways, if you are flying out you probably will think it's a great airport.",0,0,0
29033,rOrktaNFvKQkmcC9UEDDkQ,Vwwp4QxVhmP7uNJz4pdkDA,JmI9nslLD7KZqRr__Bg6NQ,3,2014-07-14,"I love AZ (I'm a native), but this is not my favorite airport. 
The positives: modern, selection of restaurants (before you pass security), lots of places to shop. They have navigators to help travelers know where to go. They also have helpers (for tips) to assist you in carrying your luggage. Not every airport has these helpful folks. Great if you're healing up from an injury or are disabled (why do I know this?)
The negatives: Hoofing it from one concourse to another for flight connections (at least they have those people-moving carts that get you there fast). TSA pre-check is frequently closed here. In some concourses, not much to choose from for eating. Not enough charging stations in any gate I have flown out of. They could improve the cleanliness a bit.",0,0,0
