index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
886,HBkPfmAc7mvJjRIATsd1CA,5V8eXkTJb6IejJkMDaj_Bw,OgJ0KxwJcJ9R5bUK0ixCbg,4,2009-10-12,"Okay Lux, I can move you up a star. I'm still not a fan that most of the time it's hard to find a seat and have it be quiet enough to focus on anything. Additionally, I am sad that my favorite shoe chair that was an important part of an evening I had with Tony A. seems to no longer be there.

However, when I came back this past Saturday for a velvet with your homemade whipped cream, you truly delivered. It was the perfect temperature and a million times better than the last one I remembered. Bravo. Now move closer to my house and we'll be all set.",2,1,1
3055,LCDfe62D3_mq-KCYHUdmKw,NcVpw2ppw-olEMyBde5JCg,OgJ0KxwJcJ9R5bUK0ixCbg,4,2013-12-19,This is a very cool place and great coffee and pastries. The bad part is the music is way too loud that its sorta irritating.,0,0,0
6300,jt0OvKuP68ARiUk45zQrdQ,Xp2XXct9GpDCRqPHJIOKiQ,OgJ0KxwJcJ9R5bUK0ixCbg,5,2016-09-03,"Amazing place.  Their food is fantastic and the vibes make it the perfect place to sit down and socialize, chill, or do work.",0,0,0
6738,7J4wIN6qqQOEuJuCLCFe4Q,_wWlaDeQ_zPhO8_n1KToJQ,OgJ0KxwJcJ9R5bUK0ixCbg,5,2015-07-27,"Super cool, chill place. Vegas needs one of these. No doubt a great spot to meet up w friends or to brainstorm. Lots of cool peeps here too. I'll be back. Couches and seats a plenty. Plenty of space. Maybe a Vegas version would be open even later ;)",1,0,0
7014,F_oKTYxGdk1jMMWNi5ebdQ,NwxF1Ftc-4P5Pl_SSXThQA,OgJ0KxwJcJ9R5bUK0ixCbg,5,2017-01-09,"That moment when you order your ""favorite"" thing... when you taste it, it's so delicious you get angry at all the impostures that made you order it to begin with!

This happens to me anytime I adventure away from my usual order at lux.  This has happened to me here the first time I've ordered the americano, the yogurt parfait, and the scones. The bakers here are legit le cordon bleu graduates from what I hear (and taste).  

The brown sugar macadamia scone is this glistening golden glimmer of a pastry with a crumbly biscuit texture on the outside and gooey butter cream in the center.  When I first laid eyes on the one selected for me I actually thought ""she gave me the good one!"" It had me asking deep questions about the universe.  

At times, the line is long but no worries the staff actually is efficient and gets through it in minutes.  The only downside is the coffee condiment area is booty to booty with the people ordering & paying.  No worries as everyone moves through pretty quickly. 

The decor and art at lux is perfection: hip coffee atmosphere achieved.  Literally, the best people watching with 2 outdoor areas.

Usually I'll eat inside and then enjoy my pastry outside because I like to bring my Jack Russell terrier and tie her on the bench in front of pane bianco.  

My final tip- if it sounds or looks good definitely order it.",5,3,2
9280,4485EYy5AbWotJvLX5cKJQ,SCxMGneZfEvGgW_akxZ7tg,OgJ0KxwJcJ9R5bUK0ixCbg,4,2015-12-23,"I enjoyed the coffee and the breakfast. The first time you go it's a little bit hectic, and it might just be a little to trendy for me. I'll probably be back at some point but not in the near future. The prices were fair, it was super busy when we went but we didn't wait long for anything.",0,0,0
13403,qvhjfwYKfLBxvHS3Pu-7ZA,p7W-M8BdZ1Z_T0jiw1602w,OgJ0KxwJcJ9R5bUK0ixCbg,4,2015-08-09,"I think this place is great. My only negative is that they are too busy and seem to be short staffed at times.  But what local business doesn't have that problem? Their coffee is amazing, their baked goods are delectable, and it is so cute inside.  I just wish I could find a seat :)",0,0,0
13506,lzAx9nrZS6z6AQuL05XRyQ,1BjI1-O1gxSt8TRO0yD8Gg,OgJ0KxwJcJ9R5bUK0ixCbg,4,2012-09-02,"This place is just so cool. So cool that it makes me feel kind of uncool. And I'm pretty cool...

Come here for delicious drinks, sweet pastries, and awesome atmosphere. Grab a seat at a table full of typewriters or on a hip, leather couch. Wear something funky so you fit in with all the cool kids.

Trying a meal is next on my list.",3,4,3
13738,xoe-SDIjAtIt3NDkOr3JnQ,YIMeEHUYm69m-Mqf-NjPHw,OgJ0KxwJcJ9R5bUK0ixCbg,5,2012-05-14,"I went to high school in the semi-neighborhood in the late 90s (damn, when did I get old?), and if my memory serves me correctly, Lux was actually open then. It was very hip, actually too hip for me, as I found the servers and the atmosphere very cold and unwelcoming...maybe even mean. Well, a lot of time passed, Lux changed buildings I think, and I was hearing great things about it from Claire F, who still lives in Phoenix. So ~12 years later, I gave it another try, and this time, it totally wowed me. 

It's still hip. Like super hip. But this time, everyone is friendly enough to make you feel really welcome. The furniture and decor are really eclectic and thrift-store cool. The crowd is pretty varied - on a Saturday night there were a few people too young to sit at the bar, mostly 25-35s, and a few 50+ sitting eating or reading or working on their laptops.

My favorite part of Lux is that it has a little section devoted to everything: a to-go counter for the bakery items; a more 'restaurant-y' area with bigger tables for ordering off the full dinner menu which varies nightly; a bar area where you can sit at the bar and converse with the bartenders or at smaller cocktail tables; a back room where you can watch a movie or chat; and a quiet room which has no music so you can utilize the free wifi.

We didn't eat dinner, but the menu looked interesting - the special that night was some kind of steak with veggies. We did have desserts (awesome, especially the salted chocolate chip cookie) and drinks (excellent beer list, and 'collaborative' cocktails. Seriously, you just talk to the bartender about what you like).

To top it all off, the walls are filled with the work of local artists, they have a big patio on Central (near the light rail!) and it's located next to Pane Bianco.

If you think you're not cool enough to hang out here, you're not. But they won't hold it against you.",3,1,0
13819,eh5T7fVGTQ9C8TurLfbP8w,OIgSMLPKe1PDtP5I-1FrWA,OgJ0KxwJcJ9R5bUK0ixCbg,4,2015-08-30,"I try to go to Lux as often as possible but I still have mixed feelings about it. 

The cappuccino is wonderful; one of my favorites! I can't say that enough! I recommend making a trip to try one if you haven't! The food is always tasty and unique. If you can find a good place to sit I would try ordering one of the items on their menu, really fantastic! All of the pastries I have tried have been delicious also! I am telling you, you need to go!

The only reason Lux gets a 4 instead of 5 is because of the atmosphere. When I go its hit or miss, most of the time I get the impression they are way too hipster - bordering pretentious - to care about your experience. The following are just a couple examples:

I wanted to try a drink at their full bar one night, so I asked one of the employee's behind the bar what he had in his hand and he responded with ""ice"". Yes, there was a piece of ice held in a pair of tongs in one hand, but he also had a cocktail in the other hand... Following his response, he walked away from me and never returned to ask if I had any interest in ordering a drink or to give me any clue about what he'd been making. Most restaurants and employee's attempt to make you feel involved and entice you to purchase something, but no such luck. Unfortunately that experience was followed by another unpleasant one at the bar on a different night, so I haven't felt inclined to drink there again. 

I had another recent experience with lux when I ordered a quiche from the front. We waited 10 minutes for them to heat it up but it was never called. So we checked and they said ""oh, it must still be in the oven"".. Although, didn't bother checking on the item or why this was taking so long to heat (since its already cooked). After another 10 minutes we checked with the front again and she finally went to check and said, ""Oh, I guess its been in the oven the whole time"". Needless to say it was overdone. The staff didn't apologize or offer a replacement, sadly this didn't impress my friend who hadn't been to Lux.

I still say you should go, the food and espresso are amazing. I just wish they would come back down to earth a little bit.",1,0,0
