index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
15,FunI9om-aK5oMIIJmhMlZA,u0LXt3Uea_GidxRW1xcsfg,0W4lkclzZThpx3V65bVgig,4,2011-09-28,"a must stop when you are in montreal!

I was in Mtl for the weekend and wind up eating here 2 nights in a row!

The sandwiches here are unbelieveable! The smoked meat is so tasty and salty but so good. The bread definitely complements the meat!

Not much of a line up if you come either later in the evening.

Remember to leave a tip in the plate when you order take out and the servers will be extra nice and funny!",0,0,0
6171,ufI413zxZqGwIBIInnM5Rg,xYciRtVZ1PW4IxSX4oJ1aw,0W4lkclzZThpx3V65bVgig,4,2016-02-22,"*Schwartz's has become a Montreal's famous landmark for just one dish: Smoked Meat. 
*Locals now to go other shops to get their smoked meat fix so this place has now became a tourist spot. 
*looks like portion has gotten smaller over the years. 

-Smoked meat sandwich (Medium Fat) - $9.35:
One serving had at least 2 pounds of thick cut smoked meat and you can order your meat from lean to extra fat. 
I honestly didn't care for the rye bread as it was quite dry but the smoked meat ... YUM! Since I ordered the meat medium, I got some of the buttery fat that literally melted in my mouth. That little zing from the mustard complimented perfectly with the fatty meat, but I wished there was more! Though I didn't order any drink or sides, I heard the ""supposed"" smoked meat combo must also include a cherry coke soda and pickle so you guys should definitely order that!",4,1,2
6347,cDUhgPLuLR8hQDNgkGh_hw,ayaxadJdy0ObFKaMlgfNVw,0W4lkclzZThpx3V65bVgig,4,2013-07-01,"Boss:  ""You want to go to a conference in Montreal?""

Me:  ""Umm, hell yea, I heard there is good food up there!""

This place had a line when I got there for lunch on a weekday.  The wait was not that bad, but man it was worth it.  I ordered the smoked meat with...LOTS OF FAT!  Of course, fat = flavor...right?  Well, it was pretty damn good.  I mean, it didn't change my life or anything, but if I lived here, I would probably hit this place up at least once a month.  Cheap, delicious smoked meats.  Sit down, order and make yourself a sandwich.",0,0,0
8927,gE2sCFSGf8bhZ07uYRjpnw,aU4ba7OlYKOKJ9kpvbOcsg,0W4lkclzZThpx3V65bVgig,4,2015-12-22,"I went to Montreal a few weeks ago Schwartz was no doubt on the top of my list of eats. They did not disappoint! I heard there's usually a long line up for their sandwiches, but I think there were less people that day due to the rainy weather.  The servers in the restaurant were friendly and humorous.  The seating is a bit cramped, the décor is retro and you will most likely have to sit next to some strangers.  However, it's all worth it, the smoke meat sandwich was flavourful as expected, and the bread was very fresh.  It wouldn't be a place to go for a date, but it's fantastic for a quick bite when there's no line.  If you are visiting Montreal you should definitely make a stop here.",0,0,0
9226,tn2n5XPYziuYZrNfRjC8QA,55rm9_A0EIofkx41SgnJZQ,0W4lkclzZThpx3V65bVgig,4,2012-01-17,"this place is an institution...a must for tourist and locals!
its also gross and the atmosphere is dull...but who the F cares, the smoked meat (corn beef for south of the border) is AWESOME!
the line-up are for a reason...expect them, but they are fast!",1,0,1
14718,uMci7I0Fk4NslIX_xIsLGg,7CaRwQ4ZCFCF4RHxB1mKvw,0W4lkclzZThpx3V65bVgig,4,2015-12-22,"This is the famous Montreal smoked meat place. I have lived in Montreal my entire life, but I have never made it out to Schwartz's until recently. Because of this, I was well familiar with smoked meat before this experience.

Schwartz's is a very basic restaurant in terms of atmosphere. Nothing but a bar and a bunch of tables. While this might deter some people, I feel this is part of the charm.

One thing that caught me by surprise is that there doesn't seem to be any combos. I wanted a smoked meat sandwich, fries and a soft drink, so I had to buy each item separately. After tax and tip, this comes to about $20.

The smoked meat is quite good, although it is of the drier variety which is not my favourite. The fries were fine as well.

In the end, this is a very basic smoked meat experience. The food is good, but I think it is more expensive than this meal should be.",0,0,0
17684,6wnCDlqTj-_nL6Qe4xotiA,PGJ4eb-8tmvea3XzqIdc_Q,0W4lkclzZThpx3V65bVgig,4,2016-05-19,"Well, we came 'cause it's the most popular restaurant here and everyone said we must try smoked meat. It is a small restaurant with limited seating so we were lucky that we snagged a table for ourselves during dinner time. Coming from Texas, we had some really high expectations of smoked meat.

We ordered a smoked meat sandwich which had a lot of meat stuffed in it. The meat was good, soft, and tender. I wouldn't say it's the best smoked meat out there though. It is a different kind of smokiness and a bit underwhelming. However, if you're in town, it's something you should try anyways.",1,0,0
22361,AGi4tkMzx7VBTCq5u0kjIw,kRSm3Y3DdfIM7etuY4APhg,0W4lkclzZThpx3V65bVgig,5,2013-09-03,"Better than New York's pastrami hands down. This is the smoked meat that makes me dream of coming back to Montreal. The line-up is crap and full of tourists. But it's faster in the new(ish) take out line where you can buy some smoked meat to go.

The sandwichs come in ""medium"" and ""fatty"" - I went for the fatty which soaked through the paper bag and make it clear. It was worth it because the sandwich melts in your mouth and is a bit pricey at $7 because the sandwiches have gotten smaller over the years.",0,0,0
23731,OrrIce0sqZo13GRfJxfKDQ,HdUpeg9oYzvzHIgeJuM2uQ,0W4lkclzZThpx3V65bVgig,5,2010-06-14,"Schwartz is unbelievable. I had a sandwich again on my way back to Toronto from Montreal and I was blown away all over again. It was almost as if it was the first time I ever ate it. I finished it and cursed myself that I didn't order another, or at least acquired a pound or two of smoked meat to return home with. I can't get over how good it is, I feel like I should be bending down on one knee and proposing my order. 

The meat is spiced and smoked perfectly. The bread is soft and chewy. The perfect amount of mustard is spread. The portion is solid for the price. With a sour pickle and black cherry soda, it could very well be in contention for my last meal. 

I do.",5,0,2
30115,A3B-bl_-eDrTr1C5mACGVQ,fHs-cV7C-Ps-3qqMfqT-Lg,0W4lkclzZThpx3V65bVgig,3,2015-01-02,"This review is only for the take out, because I did not like some of the serving staffs there and was not going to go back.  My dinning partner wanted smoke meat, and when we get there, there were more than 50% Asian tourist (a mix of majority of Japanese and some Chinese tourist).  We decided to go for take out.  If there were no tourist, the place would only be just less than half full.   

The smoke meat is cool plenty of favor, but because I found that the staffs attitude towards foreigner was not nice, I will never give it a 4 stars.  In England, there is a piece of legislation that restaurants and hotels have to give everyone the same kind of service regardless of the person's race, sex, sexual oriental, age or disabilities... etc.  Of course it is hard to prove, but nonetheless, I like the food here, but not the service.",0,0,0
30154,56RI6Nz4mIsDfL46v8d8tA,M_UuEwc_HoqPhqgEzkjPrg,0W4lkclzZThpx3V65bVgig,5,2014-12-27,"If you're a foodie and find yourself in Montreal, make sure you find yourself at Schwartz's.

The line for sit down is long, but the line for take out is short and since it's all about the food, that's what you'll do! 

I got a smoked meat sandwich and the smoked meat poutine. Wow, is that meat delicious! The sandwich competes with anything you'd get at a NY deli. That's a huge compliment from a snob like me. And the poutine OMG the poutine, this thing is an attack of yummy. I live in Wisconsin and certify that those cheese curds are as fresh and squeaky as they come. Combined that with meat, fries and gravy and you have yourself a bowl of heaven!",0,0,0
36645,Cv6e5LnUmmjVTg_TzCMRUA,DeMB9AsAoUMskzRStGnZmg,0W4lkclzZThpx3V65bVgig,5,2015-05-27,"I can't add much to the 911 reviews already posted here... :)

I had read up on the lines at Schwartz's, but was able to walk right in at about 7:30pm on a Tuesday night. The side take-out door was closed, but I was immediately greeted by a super friendly guy, and the employees covering the meat counter had me in and out in less than five minutes. One pound of smoked meat and one loaf of bread set me back about $22 - not bad at all when you consider that it'll make about six normal size sandwiches. 

I got the meat back to our airbnb rental, and got ready to dig in... would it be as good as all the reviews indicated, or is this place overrated? It's as good. It's better. I was wowed. If I lived in or near Montreal, I'd definitely be back. Hmmm... I believe they have shipping options, too. Might have to look into that!",2,2,2
38903,ckCImIhWsHmxS4kmRAlaSQ,2xFtQEr96FUtwQ48KsIvCQ,0W4lkclzZThpx3V65bVgig,5,2017-07-30,"Montreal famous for a reason. Line ups only drag about this place. The fries are very good. Very tight inside but it's meant it to be like a diner. My annoying girlfriend doesn't like it here anymore because she's a vegetarian and watched Netflix's ""what the health",0,0,0
43010,4Lbp0pPyyoWMhCIoh8lPlw,7jg6fvPgweQp27c2c_QUXw,0W4lkclzZThpx3V65bVgig,5,2013-03-03,"I was in Montreal for 3 days and ended up here once each day.

The place - Awesome, old-school iconic ""place to go"" that lives up to the hype. There's always a bit of a line for the restaurant, but the service is quicker at their takeout place next door.

The food - really a meat lover's dream. Smoked meat sandwich (medium) is perfect.

The price - surprisingly reasonable: $6.40 for the sandwich.",1,0,0
44083,yj5YxWKKCEPeAAWPuU8mVw,1Y5sVYKQACmepTltxEby2A,0W4lkclzZThpx3V65bVgig,5,2009-05-19,"I never crave meat, but now that I'm back from Montrela for the summer, I am CRAVING a smoked meat sandwich from Schwartz's. This place is unbelievably. Smoked meat is a Montreal tradition and Schwartz's is the best. Super cheap for a delicious and filling meal. Get the medium cut and drown the sandwich in mustard. Bon appetit!",0,0,0
47545,QRdU5iXL7hGMLREphUDTJw,3qbfQWn8rPgkCovnGUz-qg,0W4lkclzZThpx3V65bVgig,5,2016-12-17,肉很多，夹着黄芥末，味道鲜美，店里很有气氛，人超多，排了20分钟队，总体很有特色，让人吃了还会想去。秋天也蛮好吃。酸黄瓜就是一般的了。冰可乐就肉夹馍美味又特别。只收现金。,0,0,0
52253,ws4pAv9umCkdUAW1PB8XFQ,ao7Jt5QoBWO15lGdZH16Kw,0W4lkclzZThpx3V65bVgig,4,2016-06-19,"I usually hate eating tons of meat on my dishes but this, I will make an exception, this dish tastes awesome. The staffs were chatty and incredibly nice. I left out one star because the place is not very clean and it can get quite crowded (the restaurant is small).",0,0,0
55262,ahAgmCuC5Lh4n_xACUk6jw,XsAzf1Vm7GM0xO9uyGJJrg,0W4lkclzZThpx3V65bVgig,5,2017-12-06,"The service is great! If you don't speak French they will help you out.

Food: I got the smoke meat sandwich for takeout and I've been to a lot of really good delis before, as I am a New Yorker. And this one blows them out of the water. Seriously! The smoked meat is so flavorful and tender and the pieces of fat are so juicy and add even more flavor to the sandwich. The bread is light and delicious and the crust is not too hard. The sandwich literally just melts in your mouth. The mustard adds just the right amount of tang to the sandwich. And the meat . . . there so much meat on the sandwich! Do not come in here thinking that you're going to share this with somebody else because this is a one person only sandwich.
Such a treat!",0,0,0
57847,3Ky0B18iwRYUZC_Hfkircg,VHc1yqBhsE-l3JQFXuWydQ,0W4lkclzZThpx3V65bVgig,5,2017-11-08,"There's only so many places still around like this, and they should be treasured.
Sure it's crowded, and you may need to share a table with strangers like I did. And sure it's touristy and there is a line all the time... But it's an institution that has been around a long time and will hopefully be for a many years more.

The food is good, and the prices are reasonable. When it comes to the smoked meat sandwich you have a choice between lean or regular with more fat. If you want it to be moister don't go with the lean but either I'm sure tastes great. When I was there we got a fries to share, and also a pickle to share which I think was a good call. The pickles are big and the fries are enough for two people to share. The other big thing there is to get a cherry soda. So do yourself a favour and get a smoked meat sandwich, some fries and ketchup, some pickle and a cherry soda and you'll be good to go",2,0,2
61552,VICUWPwQ9HkLuBmUqrbuvQ,wdmSqtvmS8f7G3L2Fsjw0g,0W4lkclzZThpx3V65bVgig,2,2014-07-07,"With all the hype, we went here and I have to say, it was a'ight. 
Don't get me wrong they have good smoked meat but at the end of the day it's just smoked meat and it can get only so good.",0,7,1
63213,76NgzqfzNnz_e9I_wsjuHw,AVVEFYHmFUa9oUhy2DIQFA,0W4lkclzZThpx3V65bVgig,4,2015-08-10,"Smoked meat sandwich here is recommended by everyone who's visited Montreal.. So made it a mission to visit Schwartz! 

Let me start off by saying that we unluckily arrived on a rainy gloomy day while there was a road closure on the main street due to a street festival. We were not familiar with the area and parking was impossible to find.. After several rounds around the neighbourhood.. We ended up parking at the Pharmaprix beside and grabbed a quick bite. 

The smoked meat was delicious and the staff were very friendly.. It is a seat yourself environment where you will more than likely find yourself sharing a table with a stranger. The place is a tourist attraction and still holds the classic look and feel of the deli shop many decades ago.",1,0,0
65260,6yhxCqRWqnrjdqXVma7xkQ,82vSXGC55BOPssPCs5ea4w,0W4lkclzZThpx3V65bVgig,4,2012-08-18,"Super tasty smoked meat sandwiches & PICKLES (Yes that needs to be all capslock).
Standing in line is less fun but it goes pretty swift & the service is great.

You have to go here when you visit Montreal, you can't say you've been to Montreal if you haven't gone to Schwartz's...it's essential. 
If you live here: congrats on being able to eat tasty smoked meat ALL THE TIME.",2,1,3
68435,XxNsx10YUgp8F6eEN-Pi_A,0m27-mxjtEtWXQup_9QofA,0W4lkclzZThpx3V65bVgig,4,2013-07-18,"I still love Katz, but Schwartz is pretty amazing as well.  The flavours are different, I'd say the rye bread at Schwartz is better (more moist and has a  fresh springiness to the texture).  Because it's a smaller shop, the line is quite daunting when you first arrive, but it moves fast, and yes I would say it's worth the visit.  Don't bother getting anything else but a smoked meat sandwich with pickle, you miss the point of going to Schwartz if you're not going to indulge in the smoked meat.",0,0,0
73837,ld2Up41beHiNC9iX7Zp8TQ,RmSVP6m1rxlGtMy0ve-jWw,0W4lkclzZThpx3V65bVgig,5,2015-08-27,I love Schwartz! Been going since I was a little kid.,0,0,0
78569,By6AHKJpgGgR4y8kKiTNiQ,5esbVoaFk1agsD0L4lo-1w,0W4lkclzZThpx3V65bVgig,5,2014-06-22,"Whenever I'm in Montreal I make sure I get at least one lunch at Schwartz.  The smoked meat sandwich, sour pickle and fries is the standard.  The service is fast and the food is great.

This is the authentic Jewish deli experience.  Treat yourself to a real Montreal Smoked Meat Sandwich and a real Jewish deli, this is it.",1,0,0
82112,3srWRKOovPCbRXfhUUlZRQ,Ipo3fEMR57QqnCPOpw-osw,0W4lkclzZThpx3V65bVgig,3,2011-08-05,"They make a great ""corned beef"" sandwich. If you are in the area-go have lunch here but don't make special trip, and don't wait in a line that's too long.  Lunch for 1 including sandwich, pickle and fries for less than $10.",0,0,0
