index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
386,ZeeLq9gwRyAvxeK4ifeFdQ,Y76nS3L426UCz7N_1pUfUQ,_w5hBpkjHs5_Hv3pLeHtIw,4,2016-05-25,"Delicious gourmet food to be had here!  I had two different dishes - both vegetarian - and I enjoyed them both immensely.  Don't come here if you plan on cramming yourself with as much food as you can eat; rather, come here to enjoy the experience of eating.  The portion sizes are on the smaller size, but all of the tastes are worth savoring.",0,0,0
5025,AR34la0fqpSeP3CArSqp8A,UVxY0iyPaqY7s4BSFtt-xA,_w5hBpkjHs5_Hv3pLeHtIw,4,2010-10-14,"The Julian Serrano Tapas Restaurant carries the name of its executive chef, Julian Serrano, who has made a name for himself in Las Vegas as the celebrated chef at Picasso's at the Bellaggio for the past decade. Prior to that, he was the head chef at the world famous Masa's, in San Francisco.

Here in the Aria at City Center, the grandiose, massive and latest project of MGM Hotel Group, it adds a nice modern Euro feel to the ultra modern and art infused City Center complex, and adds a splash of mediterranean hot colors to the understated Japanese-like hotel color motif of the Aria hotel. It's like a saucy Flamenco dance hall in the middle of the hi-rise offices of corporate giants in the Shinegawa section of Tokyo. Or like the Guggenheim's museum in Bilbao, Spain amidst the rustbelt of the surrounding aging industrial factories that once were the heart of that city. 

It was later on a Thursday when we came, and it was fairly unoccupied. Sat at the bar and was professionally waited on with a lot of attention, owing to the sparse crowd. The room is large and very open; there are dozens upon dozens of bar seats, the ideal tapas location, strung along one side of the restaurant. The ambiance is a classy-festive feel and decor, but very pro in service. 

The specials were told, but they were all fairly heavy and hearty, and we were in a lighter mood, it being about 9:00pm. So we opted for 4 light dishes:

-Marinated Olive Medley ($3) about 5 different offerings including pearl onion
-White Ceviche ($10) This was light, with just a touch of onions and tomatoes, served with a wafer and garnished with cilantro and radicchio
- Escalivada ($8) - were roasted bell peppers and mushrooms in olive oil with a baguette toast slice
- Avocado Cannelloni ($10) this was a light cannelloni wrapped not in noodle, but thin avocado slices topped with chopped nuts, and sided with a dollop of guacamole topped with watercress and a side splash of aioli

With a Gin and Tonic, the bill was $43.24 before tip, and satisfaction came with the refreshing flavors with the creative and traditional dishes from Julian Serrano at Aria.",18,8,17
6710,96nYOXIY33_kScuuq4Dyzg,_wWlaDeQ_zPhO8_n1KToJQ,_w5hBpkjHs5_Hv3pLeHtIw,2,2015-06-10,"Was underwhelmed by this place. Always thought it would be cool often walking by it at Aria. Service was solid but food took a long time. Had the melon salad dish, not bad. The mixed ceviche was my fav. The mixed ceviche piaia wasn't bad with lobster,  chicken and shrimp but didn't seem worth the 50 dollar ticket price. I would have rated this a 3 star spot but for this price I expected it to be better.  I doubt it will be better should I return. Firefly, Yonaka Japanese style or even, Hawaiian inspired 808 tapas was much better.",0,0,0
9533,LKDtYogzMjF-_fRTxkWnfA,-hxUwfo3cMnLTv-CAaP69A,_w5hBpkjHs5_Hv3pLeHtIw,4,2011-03-31,"Don't get overwhelmed by the endless amount of yummy tapas that Julian Serrano has to offer. Everything on the menu is delicious!! Here is a quick rundown of the different things I had and their individual star rating.

1. Lobster-pineapple skewer -  lobster tail with pineapple and covered with sesame oil - Star Rating * *

2. Seared scallop in a romesco sauce - Star Rating * * * 

3. Sautéed baby spinach with pine nuts, raisins, apples, and shallots - Star Rating * * * * 

4. Marinated olives - Star Rating * * 

5. Pintxo de chorizos, which are mini spanish pork chorizo over garlic mashed potatoes in a garlic sauce - Star Rating * * * * * 

6. Beef and cheese - prime tenderloin topped with cheese, honey, and pecans - Star Rating * * * * 

7. Grilled angus flat iron steak with japanese eggplant and a mushroom demi - Star Rating * * * * *

8. Red Wine Sangria - Star Rating * * * * * 

Again, I think anything you get here will be delicious. And if it's not, it's okay. Tapas are small plates that you share, so just pawn it off to someone else and dig into the next dish.",1,1,1
14794,DssLJNWvcolCiBWLNWwrlw,JXHrhT72U6sZJQSkFfNzjw,_w5hBpkjHs5_Hv3pLeHtIw,4,2013-01-13,"Ate here with a half dozen people.  We probably ordered 25 dishes, maybe 30.  Nearly all were hits.  I'll say, this is a large menu and there is a lot to try.  So, we were adventurous and ordered out of our comfort zone on a lot of things.  But, the baby eel omelet was just a miss.  I don't recommend it and won't get it again.  And, baby eels look....exactly like you think they do.  I like how you order several dishes, they bring them as they are prepared, and you can then order again.  I think we had 3 or maybe 4 rounds of ordering.

The sangria is very good, as many yelpers note.  If you have enough of it, the bill can get away from you at this place.  Those small prices add up friends.  Be advised.",0,0,0
19725,Z6AUe1NZMS5Au7FCUzA91w,RHGo4qD_XuxGbMLDuSHRZQ,_w5hBpkjHs5_Hv3pLeHtIw,5,2017-10-28,"AMAZING dinner! Incredible service! Great wine list! Fantastic Experience! My husband and I both had the Seafood Zarzuela and we are so glad we did! It was deliciously prepared with sea bass, calamari, shrimp, and mussels, all in a tasty broth which we sopped up with crusty bread! Anthony was our server, and he was polite and attentive! A five star experience... we'll be back soon...",0,0,0
19751,G1QD4dBXhdyuAF5bnTTaJg,ZYaDnRmXrZSknwiLNyXjHQ,_w5hBpkjHs5_Hv3pLeHtIw,4,2012-01-03,"This place was really good, and not to pricey for the quality you are getting. The white Ceviche was the best I have ever had.

The stuffed peppers were great also.",2,0,0
21482,qu5OL3cz_o6y-sd5Lr3oNA,vifi47P_YrTHyKfiM5Vo8w,_w5hBpkjHs5_Hv3pLeHtIw,5,2015-03-23,"Anytime we are in Vegas we seem to migrate over to Aria for a meal at Julian Serrano.  We usually stay at Aria just to be an elevator trip away from my favorite all time dish....fisherman's soup!  It's a beautiful lobster base with clam, mussels, shrimp and white fish.  Such a delicious soup!  Each time we go, in addition to the Fishermans soup, we try new tapas as well. This time we went with:
- Lobster fideua - fideo pasta topped w\/ half lobster tail.  Just OK
- baby Back ribs - nice honey BBQ sauce served with marble potatoes - Great dish
- beef tartare - Raw tenderloin - DELICIOUS!
- foie gras - Roasted apple & honey walnuts and foie gras.   Get it!
-Creamy Risotto - Mushrooms and manchego cheese.  One of my wifes favs.

This place never dissappoints, the service is great and even on a busy Saturday night when the wait was 45 minutes we were able to be seated immediately at the counter!",2,0,0
30239,AhMZ7fi81UoGJTKPpsiT_Q,_UP4Sb7DWTnxZOV2DM4UrA,_w5hBpkjHs5_Hv3pLeHtIw,5,2014-03-17,"We were impressed by  every dish that we ordered. People are right about the price, whereas, this place is not cheap.  But this has definitely been one of those instances of getting what we paid for.",0,0,0
32075,XY8CWz5gRu9RM3rf0c_oGQ,0XfasioGwa5g4aop7we30A,_w5hBpkjHs5_Hv3pLeHtIw,4,2013-10-25,"Recently patronized this establishment. Was. Nice place, the sangria was good as was the stuffed dates. Actually the stuffed dates were so amazing we had to do 2 orders. That's really about the only 2 things that really stood out, the portions were very small an while the Waite staff was good they took a half full glass of sangria from me. That is nearly an unforgivable sin. All in all still worth going and would recommend but probably won't go back even for the dates or sangria.",0,0,0
