index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
742,tW0aiygQLQlaqkijKLNTRA,5V8eXkTJb6IejJkMDaj_Bw,pSQFynH1VxkfSmehRXlZWw,2,2012-05-11,"Abridged: 
I'm gonna be real with you. I am not in love with Pizzeria Bianco, and had I actually had to wait in line, this rating would probably be lower. My group was lucky enough to receive the last table without any wait.

Maybe it was the fact that it's hard to impress me with pizza. Maybe it was a fluke that won't happen again. At least that's what everyone keeps telling me. But honestly, I just wasn't that impressed with the $19 pizza I received. Sadly, the leftovers I took home ended up being tossed because I was afraid to try it again. 

I've been worried about writing this for awhile (it's been sitting here unfinished for nearly a year), but in the end, my opinions haven't changed, and I sit here, still scared to return. If someone dragged me there again, or had a party there or something, I'd probably give it another shot, as I hate to write off any place after a single trip, but I honestly felt just eh about the whole thing. Thankfully none of my visiting out of town guests have cried for me to take them there.",6,1,1
7348,5pS7BCRKWt-ouMgJC5g7Ew,8lL-554wLEOxCrroFa4aeg,pSQFynH1VxkfSmehRXlZWw,3,2009-04-13,"Hmmm honestly?  I've had better.  

Our group of 4 arrived at 4:30pm, had our name in by 5ish after waiting in line, and were three sheets to the wind (thanks to next door) and famished 3.5 hours later.  

Now, the pizza's are delicious.  And fresh.  And the environment and ambiance are top notch.   But the service was blah, almost as if there was no reason to be attentive or have personality because of where he was working.  And the wait, although we expected it, was a little much.  

It's an experience to try the famous Pizzeria Bianco, that's for sure.  I always love a local place with a great story.  My favorite part of the experience though was sitting next door, drinking too much, having a great time with friends and everyone else....all anxiously waiting for the time when their name is called.  

In the future, I'll be enjoying the pleasant, albeit non notorious,  ambiance and pizza at Classic Italian Pizza.",4,3,3
13620,WJ5WOyuWj0B5R2veVCkniw,YIMeEHUYm69m-Mqf-NjPHw,pSQFynH1VxkfSmehRXlZWw,5,2012-09-27,"Yes! Wow, I finally made it to Pizzeria Bianco after having it bookmarked for a couple years.
The good part now is that they are open for lunch, so the line isn't quite as long and they take RESERVATIONS! I made a res for 10 about 3 weeks out, and while it was very crowded in there with 10 people, it was well worth it.
The setting is adorable; Heritage Square, to me, is perfect downtown Phoenix. The old house is super cute, as is the bar next door. Bonus points because you can walk to the ballpark and other downtown sites.
The menu and wine\/beer lists are small, but carefully-selected and unique.
The pizza has an excellent crust with delicious, local-where-possible ingredients.
I highly recommend Pizzeria Bianco for visitors and locals!",4,0,3
15323,-PJzTLPuPh76UjkUiflnVQ,chIP3qXC-J8No3oZVcEYng,pSQFynH1VxkfSmehRXlZWw,5,2017-04-04,"Family and I waited close to an hour for a table. By the time we were seated, all I could think of was, ""This frick'n pizza better be worth the wait!!"" Well, if you have the patience of a saint - it is worth every minute and bite! My family and I are from California, and do not believe in lines. We are passing through Phoenix. The pizza is so good, we are going to stop by Phoenix on the way back just for the pizza - AGAIN! We ordered the Wiseguy, Marguerita and one with salami (I forget the name) - all delicious! I would recommend all of them! Did I mention there is a bar next door? While you wait, you can slam down a few drinks...that should take off the edge for the impatient  ones.",0,0,0
16662,wCyQNi8TCDi2fhmo6jj4bg,cj8ep52EzxwF6g0-sdyFIg,pSQFynH1VxkfSmehRXlZWw,5,2016-09-24,you are missing out if you haven't been here yet. The bartender was knowledgeable and obviously good Pie!!,0,0,0
21680,g-kVF-IjIVRmfDKUDjoz_A,HtCPdVujYJAZF4FKr-C9Lg,pSQFynH1VxkfSmehRXlZWw,5,2008-04-30,"It's all been said before, so I'll keep this short.

----------This is the best pizza I have ever had. ---------

I've been to Italy and the pizzas over there aren't even close.

If it wasn't for the really long wait I would be here all the time.",5,3,5
24408,3YQNDlEprQpTzKSYwYi0Mg,Ai7iG-6YoIrdixnNYkFWzg,pSQFynH1VxkfSmehRXlZWw,4,2013-07-19,"Chef Bianco is a hardworking, ambitious, and kind man who has done wonderfully with Pizzeria Bianco, Bar Bianco, and his other restaurants.  Took my parents to Pizzeria Bianco when they got in for a visit from D.C. and it was the perfect place to decompress and enjoy a delicious, truly Napolitano style pizza.  The servers are extremely friendly and you can tell that the staff enjoy what they do(staff turnover at this restaurant is low).  The pizzeria is known for having long lines, especially Thurs-Sat, so I would recommend going on the off days.  If you're ok with going on a busy night, you can start off at the bar next door, which is equally wonderful and serves some small bites.",0,0,0
24785,-P9zPJ3t1u6E3HQN4Xtd9w,nbSGH2R_1EDkNfE3IJH96Q,pSQFynH1VxkfSmehRXlZWw,3,2017-12-10,"Some of the many reviews I read gave negative feedback about flavorless toppings, soggy crust, inflated prices. I thought it couldn't be rated one of the top pizzerias in the country if all that were true. My husband and I ate there tonight and sadly it's all true. Ours were not even good pizzas, let alone exceptional. And for two regular beverages, a small appetizer and two pizzas we paid $92 including tip. I just think they're coasting on the momentum of their own past success at this point. And what's with that distracting oak smoke flavored crust? Not good. I'm giving them 3 stars because they've got a wonderful location, the restaurant is cute and tables spaced far enough apart.",0,0,0
26536,DKooOAQ-0HEBG_BCgLwzag,kxgEvLGGjTlv7kso8e7k0w,pSQFynH1VxkfSmehRXlZWw,2,2017-04-08,"This place is over-rated and expensive for what you get.  Apparently from some glowing reviews, this place either gives a wide range of experiences or is living off of some great past reputation.  The food was actually pretty tasty but the cost, the wait, the aging center it is located in and the small portions definitely do not give a value to customers. I won't be going back",0,0,0
29812,8prPtMkIcTS9qI9ZQ5Wh-w,YEgBQZ_UakfJa31NWLODvA,pSQFynH1VxkfSmehRXlZWw,5,2011-06-07,"I'm from New York, which I mention only because it has somewhat of a reputation for good pizza, and this place totally rocks.  I loved all the hype from my friend who recommended it to me, and was happy to wait an hour or so at the bar next door, getting hungrier and hungrier...  and then the pizza absolutely delivered.  I was with a group of 8 people and we got lots of different pies and tried everything, and we were swooning and fawning over this and that... the crust, the cheese, the sauce, the toppings.

I'm glad a place like this exists, and next time I'm in Phoenix, I'm totally there.",1,1,1
