index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
2809,85pRt5OE-FiRk-XsQS8aBQ,4I_woZLXCO9jaVZvDi18CA,Fi-2ruy5x600SX4avnrFuA,3,2010-12-14,"Average at best. 

We stayed at the Planet Hollywood, and every time we were in the casino we could see a huge line to get into this place, so we figured we would check out the champagne brunch since it seemed to be so popular. 

What can I say, I ate a BUNCH of food and drank a BUNCH of champagne, but the food was just eh. I know it's a buffet but for something called the SPICE MARKET, they should use a little more spice to spruce up that bland food. The only thing that saved it was the awesome guy that wouldn't let my champagne glass get anywhere near empty!",1,1,1
12309,3hy0D-ZEv_KjYPHYZ5-kMw,zoyb93pskMhDgXZgv-DKtA,Fi-2ruy5x600SX4avnrFuA,2,2014-08-26,"For a pretty cool hotel & casino, this is a pretty terrible buffet. I came here eons ago for dinner, and thought it was awful... Years later, I come in for some breakfast and it was... Still terrible. Different course menu, same end result. It's no wonder it's never busy.

The food is obviously drying up under the heat lamps, and none of it is fresh. You know that one dish you keep going back to? Well this buffet didn't even have that for me. The variety SHOULD be ample, but it really wasn't. The pancakes and waffles tasted like cardboard. Just wouldn't come back here again. Had better buffets for $4.99 at The Red Rock.",1,2,1
21185,bGgXFS8yFWDQ_irjfHc2hw,l1JhVJcwA7w_7LZ-GSr-Lw,Fi-2ruy5x600SX4avnrFuA,4,2012-05-24,"Of all the six buffets included in the Buffet of Buffets... the crab legs are the best at Spice Market Buffet. They're the biggest and easiest to eat. I love how they were cut in half so you don't have to waste time trying to open them yourself. The steamed crab legs were dry, but the cold ones were juicy and sweet. I also liked the shrimp & cocktail sauce and beef kebabs. I can't say much else about their food since I gorged myself on crabs and dessert. 

I came here at 6:30 on a Wednesday, but the line wasn't too long.",2,1,1
23942,BfONrwEnWqOJAktfT1IqRw,YLadC2AC0xHzqz0Qu2W7IA,Fi-2ruy5x600SX4avnrFuA,2,2016-09-19,I was talked into discounted tickets for this buffet and now I see why. I was underwhelmed. Food looked old or wasn't stocked at all. Waitress barely spoke to us. On a positive note: prime rib and yukon potatoes were the best I've ever had. On a keeping it real note: I had never had either before.,0,0,0
43160,blppQgTVwIPv_lilQU-Jtg,EE9txZm_zUFqWeYGVGaFNg,Fi-2ruy5x600SX4avnrFuA,3,2007-12-09,"The last time I was at this buffet (while it was still ""The Aladdin""), I seriously wanted to choke someone out for making me pay for the filth they served me that they decided to call ""food"". Seriously, when I pay, I at the very least expect somewhat decent food.

Well, low and behold, after finally arriving in Las Vegas around 7:30 in the morning, I was famished and wanted to eat something! Anything! Being that my friend and I stayed at Planet Hollywood (what it is now), he did some gambling and actually got himself a voucher for a free buffet. So, why the heck not? Even though in the back of my mind, I did cringe a little when it was mentioned because of the horrible time I had last time. We were off!

The buffet was around $14 and change. I was surprised that they had a make-your-own-waffle station (you actually ask one of the cooks to put the batter into the waffle maker and wait), make-your-own-omelette station  (same premise, but you get a small array of veggies - onions, mushrooms, green peppers, ham, and cheese). I don't know what's happened to me, but after taking a nicely, freshly made waffle (with the ""PH"" Planet Hollywood logo on it), my omelette, roast beef with horseradish sauce, bacon, and sausage, I was done. No more! The thing I did notice, I actually enjoyed the food! If you're staying here and want a decent breakfast buffet, this is were I'd probably go to.",1,0,1
44241,dDpBuQrPUNhExS5f9_Id0g,c2WnNdQOLbNJWkv1mZSNKw,Fi-2ruy5x600SX4avnrFuA,1,2017-10-07,My family and I have been coming here for 10+ years and this was our favorite buffet to come to. We came to this buffet today and this will be the last time we ever come back. We are so angry and disappointed at what this buffet has become. It is not worth paying for anymore... I would not recommend this buffet at all,1,0,0
46179,fKysRiC3lbcSt1FzO0R3Uw,QT-ThcQQ_PhrmkzOHtiS5A,Fi-2ruy5x600SX4avnrFuA,3,2013-01-17,"Among all the buffets in Las Vegas, is this one very special? not really. Why did we come here then?  only b\/c we bought the buffet of buffets, and this was one of the buffets on the card.  One great thing about this buffet was that there was no wait!  so if you are almost done with your 24 hours on the card, but you still feel like trying another buffet, this would be the one to try!  Lot of food selection, and it is clean. dessert section wasn't too great, just mostly cupcakes.",0,0,0
51026,XdN7eieDTkNKHWgjJ8c3rg,zC70QZxr3nhQP3TKF3uTjA,Fi-2ruy5x600SX4avnrFuA,4,2017-06-22,"I always assess a buffet by its prime rib, nothing else. If you're going to a buffet for Mexican food, you're doing it wrong. 

The wait for this place was not long- they seem to bus the tables very quick and have a good system down. The cooks were very friendly and didn't seem irritated that we were there. The food was organized well and you could find what you were looking for very quickly. The prime rib was bomb! I ate soooo much. I will come here again.",0,0,0
51749,2z3BQxRyFeLzHHJF4VFgGw,U3JneBFkfgIAcRufEj5L8g,Fi-2ruy5x600SX4avnrFuA,5,2015-03-24,Best buffet in town. We visit at least once every time we go. Make sure to ask waiter for the hot crab legs.,0,0,0
52548,403vT3qkCxtzxfiXhAon8A,MCME7KGO_Vmd1WPGSDMQSQ,Fi-2ruy5x600SX4avnrFuA,4,2009-12-23,"This is pretty good buffet and doesn't get the recognition it deserves. They advertise that they were voted the #1 buffet in Vegas a few years back but most of my friends never think about going to Planet Hollywood to eat the buffet. They have fairly decent selection and the quality is higher than Rio's but a notch below Bellagio or Wynn.

Nice Middle Eastern selection, frozen custard, and king crab legs for dinner!",0,0,0
