index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
534,P48gNDmeKXqPB1bWzKykyQ,YqoJKZhDnuBpNfwWFVRSRw,WYw3Uf56DT5IwpaLNnCH5Q,1,2015-10-14,"Bad customer service, horrible for a 4 diamond hotel. Underneath the trained smiles to pacify you they don't do much to fix anything. Spent A lot of money on a Penthouse loft and the room was horrible, wall paper were peeling off in the bathroom and the carpet was wet. They say someone overflowed the bathtub and flooded the place. At least fix the problem before the next guess. So the apologized and invited me back this year to make up for the problem, great right that is a good move until they check me into an suite that had dog urine on the carpet, and they moved me to a lower floor but took them over a day to move me and did not tell me how long it would take we will call you when its ready, 5 calls and 3 visits to the front desk the room was ready at 3 pm the next day waisted the whole day for these people. Too many incidents to be a 4 Diamonds.... I don't think so",0,0,0
4287,mD-_7UM_incu2FN14CUUuw,snDjs1hdh7JOWv4jjbXPDw,WYw3Uf56DT5IwpaLNnCH5Q,4,2013-03-24,"4.5 Stars.

Pretty much loved the Vdara. We were here for 3 nights

I thought the $30 early check in fee was a bit over the top but oh well.

The location is more or less perfect. Right next to Aria tucked behind Cosmo (short 5 min walk), connected by tram to crystals, bellagio and monte carlo, you betcha.

Our room, Executive Corner Suite. Super clean, A\/C broken callled service line, fixed in 20 minutes! Amazing service here. Room was sweet, great view of strip, nice extra 1\/2 bath for our guests, full kitchen. We honestly saved a lot of money stying here as we stocked our full kitchen and ate breakfast and lunch daily pretty much.

Our house attendant was awesome, again just really great service. 

The pool is nice and the Market Cafe was very convenient, great prices there too especially on sparkling.

I'm looking forward to our next visit",4,0,1
9542,j2-iVvOGZ0_c0y1WZRp5-w,-hxUwfo3cMnLTv-CAaP69A,WYw3Uf56DT5IwpaLNnCH5Q,2,2011-04-01,"I am very torn on how I should review this hotel. So let me break it down.

Pros:
- Beautiful new hotel. Everything is clean and top notch. The décor is very chic and trendy.
- The rooms are all suites, therefore it's like having your own mini apartment. This is nice if you had to stay here for awhile. You have your kitchen, bedroom, bathroom, and living room.
- Beds are extremely comfy. As soon as you hit the pillow you are asleep (or maybe that is from all the late night adventures :-)
- Overall the staff is very friendly.
- The gym is awesome! Tons of cardio and weight machines, as well as free weights and yoga mats.

Cons:
- They did not have any restaurants. They only place you could eat was the Market Café, which is not that impressive. Not to mention it is only open for breakfast and lunch. There is no place (other than room service) that is open for dinner.
- It is far away from everything (except the Aria & Bellagio). You defiantly have to walk a bit to get to the other casinos.
- It does not have a casino
- It's extremely hard to get a taxi. Each time I needed one, I had to wait at least 20 minutes each time. 
- The cleaning service was not good. They left a mess in my room, a mess that I did not originally make.

Guess after re-reading my review, I would give it two stars. When you think of the endless amount of hotels they have in Vegas, this does not compare to half of them.",5,0,0
15841,KeghEl8UFyPb3eZSv1E1qQ,WJvzKrfYWu5kTCI7BIDDaw,WYw3Uf56DT5IwpaLNnCH5Q,2,2016-09-19,"This place looks a lot better online than it is in reality. Everything was a lot smaller than expected, from the room to the amenities at the hotel (pool, gym, etc.) to the hotel itself. There is not much going on here, so I would avoid this place if you are looking for a fun Vegas experience. They are also nickel and dime you - everything at the hotel is extremely overpriced and they didn't honor the promotion I signed up (fortunately Expedia stood behind it even though the hotel itself wouldn't). On a positive note, you can find a solid, clean room a very good rate and it is very convenient to other hotels worth hanging out at.",1,0,1
17730,YYKkGOLndAPpp4OZe7dqOw,aD263WOD4RShoqgvVhcKqQ,WYw3Uf56DT5IwpaLNnCH5Q,5,2013-09-10,"One of the best hotels on the strip. It is in a great location (City Center). It is smoke free and there is no casino. Because there is no casino and no smoking, they always have great deals on rooms. The rooms are very nice and have great views of Vegas. If you want to gamble or shop, you can walk out the front door and go across to Aria and Crystals. It also has access to the Belagio.",0,0,0
18647,NwG8gGWIV0FibXyWG5vmrQ,7zphSXBrxDGChNlNkoGSng,WYw3Uf56DT5IwpaLNnCH5Q,4,2014-01-22,"I have stayed here twice now - once for pleasure and once for business - and was pleased with my experience both times.
The rooms are GORGEOUS. I recently had the opportunity to stay in the Corner Suite, and it exceeded my expectations. The room featured an unparalleled strip view of the Bellagio fountains, a full kitchen with dining table\/stove\/dishwasher, a washer\/dryer, a huge living room, an incredibly comfortable bed, a large soaking tub, and a really nice vanity area.
I will say that if you are here for pleasure, navigating around the strip can be a little tricky due to an odd location and unmarked pedestrian entrances. And reception at the front desk is hit or miss. My last check-in agent was pretty rude when I asked for a late check-out, and essentially told me that nobody at the hotel could help me. Other than that, I really like this hotel and wouldn't hesitate to stay here again.",1,0,0
24724,zvfMgkdrGjHtPojmtN-lxw,uG7N6k70isjKxpbjUox3CQ,WYw3Uf56DT5IwpaLNnCH5Q,1,2011-06-18,"If I can give a zero star, I would. It's the WORST experience I've ever had in Vegas. I'm writing this review while waiting for someone to come and fix the AC in our room. It's 100 degree in Vegas and our AC isn't working and we've been waiting for an hour by now. The front desk was not being helpful nor apologized. I highly recommend anyone to stay away from this place. Not only the customer service is very poor, it also is a very dead place since there's no casino nor restaurants. Oh, let's not forget, there's no soap in our bathroom either, so we waited for 1 hour for that too. Simply the worst!",5,1,0
25464,yATGHVMbkpeXZy2Hg_PKwA,IKQ43zxdL2jpuy-EKFMglA,WYw3Uf56DT5IwpaLNnCH5Q,1,2017-02-10,"A 5 day stay at the Vdara is not cheap.

There is no parking lot to self park, you must park at the Aria or Bellagio. Valet parking for this place should be included, it's $18 a night with resort fees on top of that for 5 days, it's kind of crazy.

The first night we were in our room staff just walked in without knocking (we had a city view corner suite) We requested an extra blanket and pillows, housekeeping just walked right in without knocking or ringing the bell.. About 3 hours later that night we had another incident, house keeping walked into our room because someone had ordered them to clean up our room (we never called housekeeping other than when we requested blankets) my partner was walking around in his boxers and again, housekeeping just decided to walk into our room. The room is quite large so I am not sure how far they had walked in before I heard them talking. As you can imagine I felt uncomfortable knowing that someone may walk into our room at any minute for the remainder of the stay. Head of housekeeping called to apologize but we still felt that it was a privacy violation.

The next night we ordered room service since it was a bit of a hassle to get back to our car and or take the tram, when our food arrived the room service attendant dropped some of soup on the floor, of course she cleaned it up, but again, not what we are paying for.

The parking situation, we had to use a key card to get in and out of the Vdara, at least 3 times our card did not work. When we checked into the hotel the hospitality staff at the front desk did not ask for our parking ticket to include it on the key card so we can get in and out of the parking lot. Thankfully Aria parking lot staff was helpful and advised us how to make our lives easier with the parking situation.

I do not think we will ever be staying at the Vdara again. I have stayed at many hotels \/ suites in Vegas over the part 10 years and this was the first time I was unhappy with our stay.

The rooms were enjoyable overall, it was a nice and quiet place to be away from the hustle and bustle of the casinos but the service should be addressed.

Definitely not staying here again.",0,2,0
26338,E6oRaL0CZM_vmD4NmRukiQ,xSOpXmdhj4tnrtm6r88IJw,WYw3Uf56DT5IwpaLNnCH5Q,4,2015-07-29,Great Hotel ... Great views ... Loved our stay - close to everything not far from the strip.,0,0,0
27731,jxS9T53Q8ykMnvmfvyLTnA,XHliUCWnHtbcPknHIpSM5Q,WYw3Uf56DT5IwpaLNnCH5Q,3,2017-04-11,"I was really excited to stay here based about the review but I will not.  I was able to upgrade because of the offer we rec'vd so I thought for sure our room was going to be top notch...not so much.  Our room was so dirty, had not been cleaned in weeks.  Dust everywhere.  The window outside of our room in the hallway had cigarette budgs.  Cleaning service never bothered to wipe that down.  We had a suite so I thought we would have access to kitchen stuff since we did have a kitchen but not the case.  Not a fork, spoon, knive available everything has to be ordered a la carte as well as a coffee maker.  They will offer a Keurig for $25 a day.",2,2,1
