index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
5899,192LSWo4iL4J2Hqbi6lRmA,BzSRYDakbL_5U_nxzdebbw,bsrj9_hFAql3dlSf244zpg,5,2010-05-22,"Again, we have to thank TravelZoo for another awesome deal. I think we paid about $100\/night and had a beautiful suite. The room was very nice, the bathroom had awesome features (flat screen tv in the huge mirror, huge glass partitions between the shower and toilet and rest of bathroom) and the jacuzzi bath tub kicked butt. The robes they have inside the room are probably the most comfortable I've ever worn. The whole place was just top-notch, especially for the price. We had the feeling of luxury the entire time.

Lots of gold colored everything in and outside the hotel which adds to the visual appeal of the hotel. When you go out to the pool and it's sunny you're blinded by gold lol. 

It's also north-centrally located off the Strip, near the Wynn, and right across the street from Fashion Show Mall. Easy access getting in and out of the hotel but valet only.

This is a hotel only so no casino floor or anything to gamble. I actually liked this since it gives you a nice break from all the hustle and bustle of smokers and slot machines.

They have: large lobby with a bar, a restaurant, fitness room, pool and a pool-side eatery. I think they had a spa too but we missed that.

We had dinner at the restaurant and it was very good. I'd recommend the steak.",1,0,1
9636,hzBmAb5Nn40AtCtQuGJg2Q,GDuo33lJIH5R7xQGUhXjNg,bsrj9_hFAql3dlSf244zpg,4,2013-12-23,"No self park but free valet (during the day park across the street @ Macy's if you want self park).

Dining is pricey but food is good.

TV has no premium movie channels and remote is old some reception issues.

Staff is friendly, standard no problems there.

All in all a comfortable experience with great prices and no smoking. Perfect!

*think this is my 4th or 5th stay here holding up nicely...",2,0,0
12511,DByjKnHpCDAHLTF4X_epfg,l0-VQ8nA_oijpKlRB7dkow,bsrj9_hFAql3dlSf244zpg,5,2011-06-02,"Based on a quick check of the five star hotels in Vegas right before Memorial Day weekend, the Trump was the cheapest option, so away I went.  

The hotel, and the rooms, are beautiful. It's described as ""off the strip"", but it's not far.  It was a 5 minute walk or so to the Wynn, and probably 10-15  to the Palazzo or Venitian.  Where it is right across from, however, is the Fashion Show Mall, which may or may not be a plus.  

What is a plus to me, maybe not to others, is the fact that this hotel doesn't have a casino.  This property was a failed condominium project that almost went under and was converted to a hotel when the real estate market dropped after 2007.  It has a small pool area, a so-so spa, a nice fitness center, a tiny bar, and a small restaurant.  

The rooms, as mentioned, are gorgeous, and the bathrooms are huge. (I was expecting a tacky gold gilding and mirrors look from Trump).  Definitely a location to relax at while you're in the room, and cab or hoof it when you want to go out on the town.

Donald, you're hired.",3,2,2
17081,0qDa-XpMENXiRR0GuxYh2w,AjaC09DfJ8h5__fgqOMvGA,bsrj9_hFAql3dlSf244zpg,3,2016-05-20,"My husband and I chose this hotel because it did not have a casino and we figured it would be more comfortable with our toddler and the good reviews were an influence- of course. The check in process was great and our two year old even got a ""trump kiddy bag"". It had a coloring book and some crayons. Anyway, when we first walked into the room it was very spacious and as clean as a hotel room can be- I guess. The bathroom had some mildew on the edges and the doorway edges were worn because of the water that spills from the shower. The bathroom accessories were very worn and the lotion had already been used. The room offers a small Keurig for coffee and it had a used k-cup left in it. The closets were very dusty at the bottom. We had plenty of space to set up our pack and play and the view was great. Day two we picked up this great bottle of wine what do ya know- we needed a wine opener. I called the front desk to request one and the lady said she would have it sent right up. We never got it- good thing we never needed anything else. Okay so the second evening room service came in and everything looked good. I always keep everything very organized even when away from home, so housekeeper work is very routine when it comes to our room at hotels. Anyway, upon going to bed that night after a very long day I rest my head down and my pillow smelled awful! I mean I can't stand the smell of scalp on pillows at all, but this wasn't just dirty it was worse- I think this smell would be what the head of a bum who has not showered in forever would smell like. I set that pillow off to the side and got another- it was stinky as well. Third time is a charm. Finally, bed time. For the most part this hotel is decent, I mean it definitely is not a dump, but I have stayed at a holiday inn better than this. It needs a facelift, but it looks like many of the hotels in Vegas do. Next time we will spend more at a different hotel and hopefully it will be worth it.",1,0,0
21215,Dk7ZyVsf26IALAVwGLjEgA,6YYpJ59jfFCUHkGOpu2NTA,bsrj9_hFAql3dlSf244zpg,4,2014-06-04,"We had such a great experience at the Trump! For the people who are complaining that there isn't a casino - did you do ANY research on the hotel when you booked the place? Hell, even Hotwire lists that it's a resort, not a casino. We really enjoyed not having to walk through the smokey casinos to get to our room. The Trump was immaculate - so clean and smelled so fresh. 

The Saturday we opted for a cabana rental which was so cheap. We paid $150 for the entire day and that included an air conditioned cabana with a fridge full of water and sodas, our own daybed outside of the cabana and a waitress. The staff was really good and we always had a drink in hand. It was well worth the price, especially considering just how expensive other cabana rentals are at other hotels. 

All in all, we think we found a great gem. It's a little off strip, close to the mall and they have a shuttle that can take\/pick-up to Wynn and Caesars. I think we will for sure stay here again for the price, the service and the overall experience.",3,1,1
25745,2A9085jSx-I-A2_EjxDpUw,9uEE8-cRfbwuj2WMa_u26w,bsrj9_hFAql3dlSf244zpg,1,2015-07-03,Worst stay ever. I go to Vegas a lot and this place made my skin crawl....felt fake and odd. Looks nice but I just couldn't relax here. Not sure why.... Lots of other fun options in and around the Strip with or without casino. Staff was nice though.,3,2,0
36143,PdXj9XaD-Ow5BFJpgMRMHA,mqzisCyZ_tlpQt6HkNnhOw,bsrj9_hFAql3dlSf244zpg,5,2013-05-07,"This hotel is located across from Fashion Show mall. It's a little further from the strip but there are two free shuttles that take you to and from the Wynn and Caesars Palace until midnight. The decor is really classy and pretty with plenty of chandeliers in the lobby. The room was really spacious, the shower was giant, the bed was comfy, and I felt like I was at home. I also loved that there was complimentary bottled water and wifi. The gym had plenty of treadmills and the outdoor pool and jacuzzi were nice. I would recommend using Priceline when booking your hotel.",2,0,0
40698,E0EtVAtgROkTxv31G5t_hw,Jj0cEbDwP8qsOVSXBulu8Q,bsrj9_hFAql3dlSf244zpg,3,2015-12-28,"In town for a weekend visit with the SO. We stayed over a holiday weekend.

I personally did not check in but the lobby was very pretty. The marble flooring was beautiful but I have mixed feelings for the chandeliers. They are nice but old fashioned to me.

The Trump lounge area was a nice area to sit and have some snacks or drinks. A lot of comfy couches, tables and a bar. Again, the decor was tired to me...too much of a 70's or 80's feel mixed in with traditional furntiure. They should stick to one theme...get rid of those awful lighting fixtures.

We had a room on the 35 floor in a one bedroom suite...he swung an upgrade somehow. The room was nice and came with a small kitchen, including a full sized fridge, microwave and stove. No dishes or utensils came with the kitchen but you can call housekeeping to deliver everything you need.

The room came with 2 bathrooms. The living room bathroom had a shower only. I actually used this bathroom more than the other due to a strong head cold to steam myself when feeling sick. The master bathroom was very large with a nice, jetted soaking tub, a dual head shower and a separate closed off area for the toilet. I wasn't a fan of the sliding door for the bathroom though. 

The bedroom was well appointed and we took use of the dual wardrobes to hang our clothing. Not much drawer space but fine for us for the weekend. 

The living room had an L-shaped couch and a very large media built in unit. If you needed storage space, you'd have it in that thing.

The TV'S were horrendous....couldn't get a channel to work without freezing or getting those satellite lines. The channel selection was probably the worst I've seen in a hotel in a long time....probably only 20 channels available total. 

One lamp didn't work when we checked in, but I changed the light bulbs around on two lamps to make it work again.

The telephone in the living room did not work as well...we could only use that phone if we used the speaker phone.

We had room service for one night. I had the basil, tomato pizza (meh), SO had salmon (he didn't finish it I don't think) and the chips with guac. I give everything a 2 out of 5...I would have given 3 if the prices had matched the taste.

I liked how the hotel was smoke free and casino free. It made it much quieter and kind of a getaway in the hectic strip. Don't know if I was impressed enough to stay again.

Let's be honest here...I only booked because it was smoke free and Trump is taking a hit because he is so unlikable right now which drove the price down substantially. We basically got the room for a very discounted price. Next time, we'll prob book another hotel though.",1,0,0
54030,tF22TerVM7nn76wCTQy4ng,pR9ZSwDcdAzl1IvwR-u2kA,bsrj9_hFAql3dlSf244zpg,4,2017-09-14,"Overall very nice. The location is ideal. I love that this is a non-gaming hotel with no smoking.   

The room is very spacious and the bathroom contains a huge jacuzzi tub.  Big shower and again lots of room in the bathroom.   Lots of towels which is a plus.

The bed and living room were very comfortable. Lots of plugs, robe, big screen TV, all of the usual items. 

Noise from the pool is mild.  The train is very loud. 

Room contains coffee maker, microwave, refrigerator and stove.  This is nice if you want to prepare food. 

The reason for 4 stars....the food. It is high priced and not good.  Dry salmon, chicken noodle soup tasted like leather with canned vegetables (awful,) watery sauces on every dish and eggs that were marginal.  I would avoid room service.  It should be amazing for the price and every meal was below average. 

The gym is open 24 hours...plus. They are missing a stair climber and other machines that Canyon Ranch (Venetian) has.    There is no staff on hand and water was unavailable. 

Front desk staff, housekeeper and anyone I encountered were very accommodating. Staff gets an A!",1,0,1
56082,kh0rj4oRP6Qtd1kmzfAPvQ,nizKhNyE2dRVSk8h7dXkdA,bsrj9_hFAql3dlSf244zpg,4,2011-05-20,"Positively the best hotel I have ever stayed in. It was very accommodating and spacious. I really loved everything about the room. I nearly gasmed when I saw it.

The only downside is, let the hotel know when you check in, that you only want to run one deposit of $100. Otherwise you'll find out the hard way like I did, that the hotel charges a deposit fee for each day you stay there. That's $100 a day. That was the only thing about the hotel that pissed me off. Especially being on vacation and finding out you now have no money to spend... in Vegas... Maybe that's how Donald Trump is planning on fixing that deficit if people actually vote for him next election. We'll just bill the bastards to death.",0,3,0
