index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
480,Vcqz5-b77WGotmJrRQVoPA,3wB-JjsUjkvdNUDRnChsVg,t-o_Sraneime4DDhWrQRBA,4,2009-12-04,"I had been looking forward to staying at the Wynn for some time.  I make several trips to Las Vegas a year for work and I have stayed at many of the other casinos.  I had heard from many people that it was by far the best in Las Vegas.

It is not the best, but it is pretty good.  The guest rooms are large.  They are laid out quite well.  My room gave me a great view down the strip.  The floor to ceiling windows is a nice touch.  The rooms are nicely appointed through out.

The bathrooms are large.  I always enjoy the small flat screen television in the bathroom.  Several hotels do this now, but the television in my bathroom was loud enough for me to hear it while showering.  That simple fact made me happy.

The reason I did not give the Wynn five stars is the choice of patterns and colors.  I find them quite tacky.  I know I am in the minority in this, but I find the decor at the Venetian & Palazzo quite nicer.  The carpet in the hallways is brutal.

I am not a gambler so I can not say much to that.  There are several great food options.  Parking is easy.  I found a spot quickly and had a short walk to the guest room elevators.

I have many friends that always go the cheap route and stay at scary places like Excalibur and Luxor.  Trust me on this.  Spend the extra money and stay at a good hotel\/casino.  There are many to choose from.  Treat yourself to the Wynn, Venetian or Bellagio at least once.  Depending on your tastes one of those will be perfect for you.  I lean toward the Venetian, but Bellagio and Wynn are no slouches.",2,2,2
2515,1JX7t_34-AFn575nYtlaiQ,aD263WOD4RShoqgvVhcKqQ,t-o_Sraneime4DDhWrQRBA,5,2013-09-11,One of the best hotels and casinos on the strip. Beautiful rooms and an excellent selection of restaurants. They also have the best nightclubs in Vegas. There is a 18 hole golf course behind the hotel.,0,0,0
3434,RgNuciIqNpTbR6FzSGkRBA,W8Cazfpt-rj_HHa1K_fgmA,t-o_Sraneime4DDhWrQRBA,5,2016-11-26,"I loved the Wynn!!! It was worth the splurge. The whole hotel is great, and the rooms were very nice. The rooms have the same amenities for a suite. Lots of shops and a good buffet for brunch.",0,0,0
3861,X9eGNT1yfyAwwwYabW5CCg,P-WrSbEx-lY_HSJsYA3ijg,t-o_Sraneime4DDhWrQRBA,5,2013-02-23,Absolutely the best hotel on the strip. We frequently stay there for girls trips and it is always a great time!,1,0,0
5970,Yh53BsSYc6u6-GotqJPTLw,cvzKVWaGFysF1iZ1RUvsBg,t-o_Sraneime4DDhWrQRBA,4,2010-09-25,"I loved this hotel - 
The shopping is mah-velous. 
Your lobby pomander path is lovely and reminds me of a favorite bag.
Its kinda neat albeit it telltale to have a red card in your wallet - ha ha with my first 50 points I won lots of slot play! YAY!
The room was gorgeous - brown wallpaper and vanilla furniture, bright prints lit individually, remote controlled room temp, shades. The bathroom's double sink and middle vanity were nice, shower and soaking tub and TV and phone - and your toilet seats are my favorite of ALL the hotels I've ever enjoyed.
Everyone, from bell at our taxi, registration, red card, game floor assistance, cocktail waiters, was wonderful. I was surprised to get greeted by a couple staff just walking through.
I'll have to try the spa and pool one next time.
Its close to hot clubs of the moment - surrender and XS.
Only thing I'd say to my fellow yelpers - at check-in ask which side you're on and opt for a upgrade to a higher floor if you aren't planning on staying out all night. It got kinda loud because of the club and stayed loud until 3am. =) good for us - just might not work for some.",0,0,0
10389,HabufFmzex4gCK0RiLpIMg,IS9yw8P2uAPBX6FNLLX4KA,t-o_Sraneime4DDhWrQRBA,5,2014-01-21,"One of my favorite Casino in the strip, this isn't as crowded as the other one.  The most important this one felt more classy and isn't smelly at all. Their interior design is heavy based butterfly, There's staff everywhere and had very helpful provided assist.  The time were were there also were offering $10 free-play slot.  They got many different kind of slot, included some heavy license one like Iron Man 3 and Avatar, never know there's a slot for that.

Everywhere in the Casino was clean and felt comfortable playing here, as with most casino.  They bring free drinks while you are playing here.  This one actually offer you alcohol drinks unlike most other just gave you water or juice.  I would definite come back to stay here and try their famous Buffet.  You can walk to Encore inside without stepping out the sun.  Their play club booth was near the entrance, unlike other casino is hidden some where in the casino floor.",17,15,16
12494,IlploE0hZcB69Y8lDTbPMA,l0-VQ8nA_oijpKlRB7dkow,t-o_Sraneime4DDhWrQRBA,4,2011-06-01,"There's a great feeling about this hotel, I think because they kept things simple.  It's not overdone at all, and the zen like centerpiece, the waterfall and reflecting pool, is really great.  The shops are well presented and clean, and of course it's very pricey, as you would expect. 

I visited Tryst, which is one of the nicest nightclubs around, and is a beautiful, beautiful setting.

This is certainly not the place for kids.  Brought my son in a stroller, and the security guard said there weren't really any places for kids, and suggested we go elsewhere, which was rude.  

The Ferrari dealership prohibits the taking of photographs, and when I fired off one shot from like 40 feet away, they acted like they were going to take my camera and beat me up.  

Come to think about it, maybe the problem here is the security...Hmm.",0,1,1
14827,ORLEaDESAXztvS5yYYW0oQ,JXHrhT72U6sZJQSkFfNzjw,t-o_Sraneime4DDhWrQRBA,4,2013-11-07,"We stayed at Wynn while we had some friends from college in town for a wedding.  The rooms, as may yelpers note, are fantastic.  Large, and ours was clean.  The bed was very comfortable, it wasn't too soft, which is something I usually find at hotels.  The lights and shade are operated by wall panels that are very easy to operate.  Every time we needed something, be it room service, the bell desk, linens, they arrived very quickly.  I also got a late checkout with no issues, so that was appreciated.

Wynn is beautiful, it's clear the details were important while the property was being built and designed.  That being said, stuff isn't cheap.  From drinks to the gaming tables, it's pricey.  There are some good restaurants, La Cave was a favorite of ours before we stayed here.

Even though everything was great, I had to subtract a star because the air conditioning in our room was not consistent.  It was very difficult to get the room cool, even when it was on 68 and high fan.  So, that was frustrating.  But, overall, very friendly staff and great service.  Just don't get sticker shock.",2,0,1
15127,BU58mJDyjwC-mExWUYG2rQ,8t_NUHzdfYDDIa7qVUmaxg,t-o_Sraneime4DDhWrQRBA,5,2015-09-11,"Honestly, the only thing that differentiates hotels in Las Vegas are the buffets and the pools. This hotel has the best of BOTH! WOW! The pool at the Wynn, which is shared with the Encore, is the best and most relaxing pool that I have ever been to. I had such a great time laying down in the heat, enjoying a great drink, and hopping in and out of the pool, that I lost track of time and ended staying at the pool for about 6 hours. 

Very European feel to this pool, and it even has a European section (21+ topless). The water was at perfect temperature, and you can get into the water straight from the get-go without worrying about if it's too cold or not. 

I have been fantasizing about returning to Las Vegas simply for this pool. Would definitely enjoy a trip back here.",2,1,2
15395,ETvFY5DVrCHvK5cG3Crv4A,Y7EkNdRl_WCML9zo9lw1nw,t-o_Sraneime4DDhWrQRBA,5,2017-08-29,"I came here this weekend because of a mailer I got earlier this year. I don't know how they got my info because it showed up at my parent's house under my maiden name- I'm celebrating my 2nd anniversary and I've been in AZ for almost that long so it was weird- but I they offered 2 Le Reve tickets, a free meal for 2 at The Buffet, and an amazing room at a great price so I was happy to book a visit.

We booked it at the beginning of summer so when we found out the fight was going to be on the same weekend we were a little anxious about it. We had specifically chosen this weekend because rates were the lowest which I figured would translate into bookings also being the lowest of the season. Nevertheless, we kept our reservations and were determined to stay in the hotel to avoid the crowds once we parked. We spent an entire weekend in the Wynn and there was never a dull moment. 

We also didn't end up spending half as much as I thought we would on alcohol because their alcohol policy is very relaxed. You can bring alcohol into the pool area (just no glass), into Le Reve, and into the restaurants. We ended up getting a pitcher (equal to 5 drinks) at the pool because what is a vacation without a pina colada and I didn't have a blender to make one myself and it was only $60 which was great for Vegas drink prices. The pools were great, there were a ton of them and even with all of the people from the fight, there was plenty of room. Some of the guests were belligerent, but the staff handled it well and it was expected since that is the type of clientele fights attract to Vegas.

My only complaint is the security deposit that the hotel took out was a bit insane. I had put the hotel charge on my debit card without thinking and the deposit was equal to the hotel cost so it felt like getting double charged and when checking in there was no mention on the security deposit (I was ready for the taxes, resort fees, and the room cost, but there was nothing about that charge). It was reversed as soon as I checked out, but it was a shock. I think that might just be a Vegas thing because I haven't had a hotel do that to me anywhere else before and when I mentioned it to a friend they told me that they always noticed that in Vegas.

I recommend downloading the Wynn app while you stay there and to take advantage of the Concierge. Also see Le Reve! It was absolutely breath-taking! My husband was never the show going person until I started dragging him to Circ du Soleil shows when we started dating and even still he only goes in exchange for us going to a sports game, but he was just as entertained and fascinated by this show as I was. Allegro is a great restaurant we enjoyed next to the Le Reve Showroom and there are plenty of onsite dinning options. This place has it all and there is no need to leave the property in order to have a great time.",1,0,0
