index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
4271,y3Blp0o5bCnyAUjOjXCuTw,snDjs1hdh7JOWv4jjbXPDw,WUq8HJHIZU4uteB154XN7w,1,2012-12-31,"Puke in the pool, place was DEAD as a private party was starting in a few hours and they still wanted to charge for lounge chairs even though they were closing early at 3pm. What a joke, I'll go to the regular pool and have a better time thank you very much",0,0,0
5964,00u87zkFGqkMnRr8jAdZWg,cvzKVWaGFysF1iZ1RUvsBg,WUq8HJHIZU4uteB154XN7w,4,2011-09-16,"DAY:
See through jacuzzis. Go go boxes on the pool surface, drunk madness, beach balls - get there early or expect a wait. If you got there too early they have iced coffee from a can which was good. If you don't get there early, get a cabana. Pre-book your VIP chairs because day-of was more expensive. The hostesses are pretty and hot but not that friendly.
NIGHT:
Tuck your Dr. Scholl's in your purses ladies, those stairs are no joke, even sober. And there are more stairs to get to the pool level. The rooms are fun and awesome. The bar in the boombox hiphop room seemed the least crowded. And there are some benches and tables in the middle of nowehere if you need a seat to rest. We got to hear ATB!!! I would come shake my butt off here again - day or night.",1,1,0
9007,2bHlMd8_0Lt_WPdlOoSLKg,oH-pRxI7Q-qZbZaoVQHeTw,WUq8HJHIZU4uteB154XN7w,1,2015-12-27,"I love going to nightclubs and I was super excited to go to Marquee for the first time,but it was very disappointing. First, super cocky guys at the door..we had our names on the list but it was very difficult to find someone to ask about it because they pretty much ignore you. After almost 20min a more a more friendly man cared to ask if someone helped us yet and he had us come in. The club was so packed you couldn't even walk, literally. My feeling was that there was more people than they were suppose to have there. We couldn't really walk, we kept on being squeezed in the crowd..it was awful! I'm used to go to busy places but this one was more crowded than acceptable. 
We lasted 10 minutes and decided to go somewhere else. 
I'm giving this place one star because we could barely see the place; the people at the door is extremely arrogant and they had way more people than they should in there. At least elevator guys and securities were courteous. Marquee, never again!",3,0,0
10220,UFVV8Hu-sixqazPVEt2spQ,VXdyLgdHZSe0HpNS5AaHIA,WUq8HJHIZU4uteB154XN7w,1,2013-05-18,"This is the worst clubbing experience I've ever had. The dance floor is tiny, so they won't let anyone on. You have to sneak past the incredibly rude bouncers in order to dance. Worse, a ring of bouncers armed with flashlights shoves an ever-moving herd of hapless club-goers ordering them to keep moving. ""Where would you like us to go?"" I asked two separate bouncers, who said they didn't know. That's because there's nowhere to go. They just keep the crowd moving to conceal the fact that there's nothing there and no room for it. Too many people is not unusual for a Vegas club, nor is a long line to get in, but for their bizarre approach to crowd control, I give this one an F. Stay away. There are plenty of places to dance in Las Vegas and even more to get drunk. I will say the video screens were cool, but you're not going the DJ was typical and I feel like I've just survived a mob trampling that was completely unnecessary. Not how I wanted to spend one special night in Vegas.

Note: This review was written on Christmas Eve of last year. I don't know why it didn't post, but reading it again reminded me of how crazy awful this place was. I don't even know if it's still around, but if it is, avoid avoid avoid.",0,0,0
11176,FiZR9ltcwkKnaOcSbUjYqA,T5E-mVcnaxQPvXArMLrgXg,WUq8HJHIZU4uteB154XN7w,4,2012-06-24,"DAYCLUB: Marquee Dayclub is a BLAST, but it's not for everyone so know what to expect. It took at least an hour to get in and they have a long list of rules that made it challenging for our group to get in: 
First of all, you MUST come clothed. Even though its a beach party, they won't let you in the line in a swimsuit or guys with a ""wife beater."" And guys, you must have on swim trunks, no basketball shorts or anything. If you have a backpack\/bag, you must purchase a locker for storage.

BUT, once we got in, it was CRAZY. Memorial Day weekend, it was PACKED. Very hard to get to the bar so I would suggest a little pre-partying or you will feel irritated right off the bat.

Also, this is NOT a spectator sport. You have to be willing to have some drinks and get weird with the hundreds of strangers because all the drunks just LOVE to interact. They will surely annoy you if you aren't one of them.

I preferred the experience at Encore Beach Club as its cleaner and attracts a less ""douchy"" crowd. Wear flip flops because there were soggy towels and abandoned drinks all over the ground. The water looks...gross.

This review doesn't sound all that great, but I'm just warning you. If you prepare for the above and can get past that, you WILL have a good time! Great people watching, the music hits HARD here with the hottest DJ's coming through and once the drinks get flowing you are sure to have some of the most unforgettable memories that you can't quite remember... : )",1,1,0
21045,bKk2L9uj8JdPRNQ80FQ2JQ,mqw3VRzz6jhmpAzC1dsIyA,WUq8HJHIZU4uteB154XN7w,4,2016-07-17,Really nice day and night club. Drinks are not that over-priced but then all drinks are pricey in Vegas. The sound system is top notch as well as the lights. It was a really cool experience.,0,0,0
24077,95BDP1AkYCAQ2Yv4T4Bjwg,RSLTG7N0wYJhRTW5CGEm5Q,WUq8HJHIZU4uteB154XN7w,5,2012-02-13,"As of 2\/2012, this is the second newest club behind Light Group's 1OAK that replaced Jet at Mirage. I personally don't like Tao Nightclub, the same group that manages Marquee but this place is definitely amazing and is a standard of modern nightclubs anywhere else in the world should follow. I honestly take XS with a slight edge of this venue but Marquee is awesome because it has various dance floors, especially the downstairs area that plays hip hop music. 

The facility is clean and sophisticated and it's great even when it is not pool season because they usually open up the Dayclub area to give more space to the huge crowd that packs this place on weekends. What's also cool is they have a switch\/sound board type setup outside to project live video footage of the DJ spinning on the main dance floor. 

As for the Dayclub, I did join a friend who had a cabana here last summer and this place was very clean and professional as well. Of course all the staff and almost all guests looked in great shape. 

I highly recommend hitting up this place if you want to see what one of the newest nightclubs in Vegas is like and if your music taste is both hip hop\/top 40 or electronic dance music. To compete with XS's lineup, this club's 2012 residencies include Avicii, Kaskade, Benassi, R3hab, Chuckie, LMFAO and possibly some other good ones I left out.",2,0,1
25102,zYX1p3xvqY_SM-s8rx1EdQ,ZsokbzEys701oYo6xkaNVw,WUq8HJHIZU4uteB154XN7w,4,2011-08-11,Bottle Service 2 btl of Grey Goose on a Marquee Monday party of 6 will set u back $1200.00.  $100 to the host,1,0,0
37465,-cbs1sOUkMnXHzobK_TZ7w,4wqKW7A9-7TfEzGClFT3_g,WUq8HJHIZU4uteB154XN7w,4,2011-09-14,"beautiful club, beautiful outdoor area with plenty of hidden spots to sit and chill, rockin music in all 3 rooms (Boombox =  hip hop, Library = hip hop\/mash ups, main room = trance\/electronica). 

i agree the stairs and lack of diversity in the crowd are huge minuses.  stairs to get in after a certain time, stairs to go to a different room, stairs to find the bathroom, stairs to leave.  wear flats ladies!  it's just not worth looking *cute*.  sure pain is beauty- don't kill your feet here, seriously.  i'm all about a diverse crowd with a mix of all types of pretty people.  i'm no way racist (hell i'm mex\/spanish so how can i be?!) but it seemed like there were lots of asians.  where was everyone else on a Saturday night???

they truly have something special here, but the layout is crap.  small Boombox room makes for a hot mess, literally.  if you still want to check it out:

*get on a guestlist or get hooked up for a booth
*get in line early, like 9pm early, and save yourself a migraine from line confusion
*wear comfortable flats
*bring a flask, buy $4 sodas all night, and fill up (if you're on a budget)
*again, get there early, dance your ass off, then keep it moving to a new spot once the crowds hit
*sure you can get a booth, but prepare yourself for overflow from the dancefloor",4,4,3
40387,Th2KfiihnPr9gY9O7IRK9A,pOTRc3VY-03BTZCbuFqk4w,WUq8HJHIZU4uteB154XN7w,4,2017-06-27,"This review is for the day club on a Monday. We came by the Monday after EDC and got ourselves a daybed with a $250 spending minimum. There were only 2 of us but it could fit up to 6 and I'd super highly recommend it if you're with a group. For only a few bucks more, you get your own line to get inside, your own little area to yourselves, and a hot waitress to attend to your food and drink needs. Here's the quick lowdown:

Pros

- Not too crowded but still a decent amount of people to create a fun party atmosphere.
- Cabanas had their own mini pool\/spa! There were even cabanas with their own pool on a 2nd story overlooking everything!
- Pool not as big as Wet Republic but bigger than Tao. Perfect size for just chillin and having a good time.
- DJ was killing it with the beats

Cons

- Really small dance area (Way smaller than Hard Rock's Rehab and Wet Republic)
- Pool not as big as Wet Republic, Daylight, or Encore Beach Club.
- Drink prices were average for Vegas day club prices so be prepared to spend ($30 for specialty drink which is same size as a medium cup at Burger King).
- Not much shade if you don't have an umbrella, cabana, or no access to the bar.

Quick tips:

-Come early. You get first pick on everything and absolutely no wait to get in.
-If you're coming during the summer and looking at getting a daybed, make sure to request for a location that has an umbrella covering it. The summer heat is no joke! It reached temperatures of 115 degrees F during our stay and I kinda felt sorry for the people who had a daybed but were cooking in the sun without an umbrella.
-Find a promoter along the strip. They can get you in free with a free complimentary drink. For guys, that's around $50 total right there you save. Only downside is you have to wait in the guest list line. That's last priority and depending on the time you come, you could be waiting for upwards of an hour to get in.
-Put on sunscreen. You can get cancer in like 5 minutes in this Vegas oven sun.
-If you bring inflatable things, they have to be deflated going in.
-I wasn't allowed to bring my Kandi in but when inside, I saw others in there with it. Weird.
-Don't bring gum. It'll get thrown away.
-You can bring sunscreen.
-Don't leave your stuff unattended even with a day bed. Security is scant.",2,0,0
