index,review_id,user_id,business_id,stars,date,text,useful,funny,cool
310,A-U5mQneUASIyUkkE-H3sw,tL2pS5UOmN6aAOi3Z-qFGg,EAwh1OmG6t6p3nRaZOW_AA,2,2013-07-08,"Some of my girlfriends coworkers recently invited us to join them here to sing karaoke. 

Many years ago this was a great little place called the Village Pub. That was back in the 70s. I once had dinner with Joyce Dewitt here.

Well the days of dining with celebrities here are long gone. Let's flash ahead 30 plus years to my current review.

I work down on the strip and knowing the kind of riff raff that hangs out around here I wasn't expecting much from this experience. As soon as I stepped into the place my expectations were fulfilled. The place was dingy and crowed with the typical prostitutes, drug pushers, losers and other assorted parasites of society you'd expect to see in a bad part of town.

The place has the worst sound system of any karaoke bar I've ever visited.

The staff was slow and seemed bored with their jobs.

Despite all these positive attributes I think I'll refrain from visiting again.",1,1,1
5890,SN_psvl7M5Kl3Me38zeeYQ,RpIZV5XnE34V4aua-_a01A,EAwh1OmG6t6p3nRaZOW_AA,4,2011-09-13,"This review is for the casino and the restaurant.  If you're not interested in the false pretenses all the other strip casinos subscribe to run here.  My wife and I enjoyed the steak special (off menu 12oz sirloin for $7.99), great value!  We played roulette and blackjack before and after and enjoyed ourselves; low minimums, and a good environment to gamble in if you don't need overpriced chandeliers and dancing waters.
This will be included in my must visit list for future Vegas trips.",0,0,0
11594,m8WpEul4MI3bYO5oOApB_w,W_ds8g8jSNf2DLHcCHexxA,EAwh1OmG6t6p3nRaZOW_AA,4,2012-09-05,"This place is a total gem that I can't believe I never knew of before. It looks like a dinky little run down place but here are the two things I love here:
1. Microbrews at less than $3 a pint (try their craft root beer, too!)
2. Gigantic delicious rib dinners with all the sides\/trimmings for less than $15 (join their free players' membership for discounted dinners).

Rib dinner goers beware: they close at 10:00pm, meaning that THEY STOP SEATING AT 10:00pm EVEN IF YOU ARRIVE AND GET A NUMBER BEFOREHAND. Make sure to get there no later than 8:00pm if you want your number to get called. After that, the host will warn you that there is no guarantee of seating and you would have wasted 1.5-2 hours waiting. Their dining area is extremely small and our group barely slipped by before the cut-off. Whew! :)",4,0,0
12230,aosYOhxzIHAv1hGeSSDAAw,LPSNKZWCOweiPHNiJgafng,EAwh1OmG6t6p3nRaZOW_AA,4,2011-08-18,"About seven dollars for a steak and a beer? Count me in. Steak wasn't the best I've ever had, but for a price like that, I can deal with it. Especially since you also get soup\/salad, a dinner roll, and a potato (cooked in any of the usual ways: fried, mashed, baked). 

For you non alcoholic drinkers, their root beer is amazing. As for their beer, it may not be the best beer ever, but it's pretty good - especially since it's so cheap. 

One of the things I like most about this place, is you won't find very many tourists. Hell, if I were a tourist and saw the place - I probably wouldn't want to go in considering how all of the other casinos look. So, this is a great local spot to go to. Especially if you're broke. 

I go there mostly to drink, mainly because I've had some bad experiences in the cafe. I muster enough courage to go back in every now and then, but for the most part - it's all about the gambling and drinking for me.",2,1,0
12885,pckUCJyc1f53zt3ka3aWnQ,APdqZ02n-0L0jKpQ9hn-BA,EAwh1OmG6t6p3nRaZOW_AA,4,2014-11-08,"Best prime rib for reasonable price. They brew beer in house,  very tasty
Small casino , you might come across some shady people but who cares as long as you mind your business. 
Garage parking is bit crazy ... narrow turns . 
Just one rest room for whole casino floor , you need to do some across the floor.
Not super clean but bearable .",0,0,0
16038,R1vfgAVwaxaVJBrDo-5mRw,Fok3sUiecgz5cPiZTns2_w,EAwh1OmG6t6p3nRaZOW_AA,4,2013-05-16,"what a find this place was , had the steak special thats not on the menu someone  just told me to ask for it . Really really  nice and only seven dollers we called in a few times after that .the true yorkshireman coming out of me.get it darn thee neck..",0,0,0
17267,t4zBWTV2Z4dUtgYk3GkPig,VEmlAdk_-qmLC8n7K7H_FA,EAwh1OmG6t6p3nRaZOW_AA,5,2017-08-09,"It's been a long time since I returned to this gem but finally did this past weekend! The casino has some improvements in regards to the ventilation. The air seems to circulate better & the smoke isn't as bad as it was before. 
The food is still the best bang for buck! Prime rib, steak, shrimp all good & all very affordable. 
The beers are still pretty standard stuff. We did try the summer shandy which could have been a bit colder but managed to wash down our choices for dinner just fine.
Overall the place is still a go to for food & beer with great service. 
Our service was prompt & welcoming. 
It looks like the casino is getting some upgrades outside as well. 
I can't wait to go again!",1,0,0
17719,ta5i_y8PSQ0ivAJWRTkNBA,aD263WOD4RShoqgvVhcKqQ,EAwh1OmG6t6p3nRaZOW_AA,2,2014-07-06,"I went to Ellis Island one time a few years ago when I was out one night on the strip. I think they had karaoke and Metro Pizza. That was the reason we stopped in. I really don't remember much from that night. I do remember drinking many beers there though. Anyways, I recently stopped back at Ellis Island for breakfast the other morning because some people I know said they had good steak and eggs.

Ellis Island is on Koval Ln just South of Flamingo Road. It is connected to a Super 8 Motel or a Hotel 8. It's something like that. I know there is an 8 in the name. You don't need to know the hotel name anyways. I am sure it is not on my list of hotels I would like to stay at. Like I said, we are talking about the corner of Flamingo and Koval. If your from Vegas you know what I mean.

As far as the casino goes....not somewhere I would gamble, that is if I gambled. It is a very small casino and it looks like it should be located on Flamingo and Koval. I think I saw 2 pits in there. They also have some slot machines like every other building in this city. There is a bar in the middle of the casino that is a local favorite for many employees of neighboring casinos in the area. There is also a very small Metro Pizza location there. It is also a brewery, so they have a section where they brew and store their beer. It is a very old place and the decor is out dated.

Oh yeah. Steak & eggs. The reason I stopped in there. It was $5.99 for a New York Strip, eggs, potatoes, and toast. The steak was not grass fed dry aged steak by any means, but it was okay for a $5.99 breakfast. I have had worse steaks at much nicer restaurants that costed me at least twice as much, so taking the cost of the breakfast in to consideration....I got what I paid for. I also had scrambled eggs, country potatoes, and toast. All of which were okay. Again, $5.99.

I would recommend  stopping in for breakfast at Ellis Island once in a while if you work in the area. It is not a place I would drive out of my way to eat at though.",2,2,2
18826,DXKWnZmJazGpRmLmURASVQ,tilVfA96HboviIrz80wQsg,EAwh1OmG6t6p3nRaZOW_AA,5,2012-10-13,"First visit to Ellis Island, went for breakfast.  Great food and great prices!  I had the ham steak and eggs, my husband had the steak and eggs. Both were very good. Will be back.",1,0,0
24613,YgfMsjGr6iYShOM4b81CbQ,uxWpq_Y3zsqBjVvJyblxPg,EAwh1OmG6t6p3nRaZOW_AA,4,2015-07-27,"We walked over from the hard rock (not a walk I would choose to do again) for breakfast on a Sunday morning around 10:00 a.m. We indicated to the hostess that there were two of us for breakfast and she directed us to go back out and to the right. We followed her instructions and ended up in what must have been the hotel continental breakfast for the Super 8 motel. The gentleman at the continental breakfast directed us back over to the hostess stand. 

You think she would have asked us if we were there for the continental breakfast or to eat at the restaurant before directing us to leave the restaurant. 
If we hadn't walked so far we would have left right then.  

We were glad we stuck it out. The same woman who had misdirected us sat us with no apology or reference to her error. Our server made up for her lack of service. He was Amazing. Attentive. Friendly. All the things you look for in a server. 

I ordered an breakfast burrito and my girlfriend ordered the bacon and eggs. Both were huge and we had enough left overs to feed the homeless man we had walked by on the way there. 

Food was delicious and cheap and the salsa was just simply amazing.",3,1,1
